"Site","ID","ID2","gender","child_parent","age","age_.year","age_.month","age_.days","age_days","age_months","snake_experience","fear_snake","zoo","protocol","target_stimulus","order","stimulus_1","stimulus_2","stimulus_3","stimulus_4","stimulus_5","stimulus_6","stimulus_7","stimulus_8","stimulus_9","stimulus_10","stimulus_11","stimulus_12","stimulus_13","stimulus_14","stimulus_15","stimulus_16","stimulus_17","stimulus_18","stimulus_19","stimulus_20","stimulus_21","stimulus_22","stimulus_23","stimulus_24","RT.correct","number_errors"
"LY","RP02302   ","3RP02302    ","female","child","3y-3m-24d    ",3,3,24,1211.0625,39.788501026694,"no","no",1,"RP","other",3,4.259,4.992,11.341,2.574,4.634,3.822,2.075,3.76,4.181,4.087,1.997,4.196,4.727,5.024,3.214,2.465,4.336,2.636,5.195,3.666,1.888,3.369,2.714,1.935,3.879,0
"LY","RP02401   ","3RP02401    ","female","parent","44y-6m-24d   ",44,6,24,16277.625,534.788501026694,"no","yes",NA,"RP","other",3,1.373,1.856,1.108,0.952,1.622,1.107,1.466,1.311,2.309,1.763,1.279,1.56,1.419,1.81,1.81,0.983,1.482,1.045,1.248,1.56,1.653,1.06,1.918,1.42,1.463,0
"LY","RP02402   ","3RP02402    ","female","child","3y-0m-19d    ",3,0,19,1114.75,36.6242299794661,"no","unknown",2,"RP","other",3,1.56,4.446,6.131,2.434,6.162,3.962,3.963,3.401,4.726,6.77,3.822,2.215,3.058,3.042,2.636,3.136,3.01,1.794,3.338,1.623,4.15,2.527,7.644,3.9,3.727,0
"LY","RP02501   ","3RP02501    ","female","parent","34y-10m-25d  ",34,10,25,12747.875,418.82135523614,"no","yes",NA,"RP","snake",4,1.138,1.279,2.652,1.435,1.31,1.233,1.264,1.856,1.107,1.591,1.139,1.607,1.092,1.17,1.186,1.061,1.123,1.139,1.778,1.232,1.029,1.84,1.014,1.03,1.346,0
"LY","RP02502   ","3RP02502    ","male","child","3y-5m-26d    ",3,5,26,1273.9375,41.8542094455852,"no","no",1,"RP","snake",4,2.839,1.357,3.447,1.575,1.404,1.435,2.48,6.302,4.415,4.384,6.084,1.56,2.371,2.075,3.416,2.153,2.652,1.934,2.262,4.04,4.072,1.544,1.092,1.466,2.765,0
"LY","RP02601   ","3RP02601    ","male","parent","27y-3m-2d    ",27,3,2,9955.0625,327.065708418891,"yes","no",NA,"RP","snake",4,2.434,1.856,1.17,1.622,1.201,1.357,1.17,1.185,1.435,1.872,1.06,1.545,1.154,2.231,1.794,1.903,1.279,1.654,1.716,1.045,0.983,1.654,1.31,1.997,1.526,0
"LY","RP02602   ","3RP02602    ","female","child","3y-3m-15d    ",3,3,15,1202.0625,39.4928131416838,"no","unknown",1,"RP","snake",4,5.57,6.864,4.352,3.073,7.254,2.824,3.978,1.872,0.125,4.228,7.628,5.429,2.73,8.05,6.333,1.575,3.089,5.756,3.01,8.658,13.073,3.385,16.286,0,5.683,2
"LY","RP02701   ","3RP02701    ","female","parent","39y-6m-20d   ",39,6,20,14447.375,474.657084188912,"yes","yes",NA,"RP","snake",4,1.358,2.028,1.747,1.42,1.467,2.184,1.513,1.341,1.295,1.654,1.435,1.497,1.653,1.388,1.373,1.779,1.279,1.575,1.326,1.513,1.201,1.248,1.451,2.933,1.569,0
"LY","RP02702   ","3RP02702    ","female","child","3y-6m-3d     ",3,6,3,1281.375,42.0985626283368,"no","unknown",2,"RP","snake",4,3.604,2.465,8.315,4.93,5.054,4.134,2.09,9.064,4.306,2.122,2.418,2.917,5.647,2.137,7.442,5.039,5.195,2.511,3.994,2.683,2.433,2.153,2.637,3.479,4.032,0
"LY","RP02801   ","3RP02801    ","female","parent","37y-8m-29d   ",37,8,29,13786.75,452.952772073922,"no","no",NA,"RP","snake",4,1.326,1.217,1.342,1.654,2.106,1.264,1.482,1.419,1.762,1.326,2.184,1.606,1.638,1.56,1.825,1.357,1.498,2.34,2.386,1.56,1.341,1.575,4.477,1.341,1.733,0
"LY","RP02802   ","3RP02802    ","male","child","3y-8m-1d     ",3,8,1,1340.25,44.0328542094456,"no","no",1,"RP","snake",4,1.217,1.591,1.217,3.556,2.012,1.903,1.981,2.137,2.184,1.872,2.262,5.366,1.888,1.154,3.198,6.708,11.981,2.386,3.214,6.973,5.46,4.727,7.612,5.194,3.724,1
"LY","RP02901   ","3RP02901    ","female","parent","39y-4m-25d   ",39,4,25,14391.5,472.82135523614,"yes","yes",NA,"RP","other",3,3.089,2.152,2.48,2.09,1.623,1.607,1.653,1.185,1.389,1.544,1.326,1.389,1.17,1.279,1.747,1.061,1.388,2.715,2.667,1.092,1.233,1.201,1.216,1.17,1.644,0
"LY","RP02902   ","3RP02902    ","male","child","3y-0m-0d     ",3,0,0,1095.75,36,"yes","no",2,"RP","other",3,4.945,7.723,3.744,2.372,3.51,9.626,5.819,2.652,2.558,1.575,4.275,9.797,9.517,0,8.643,7.348,11.779,2.839,13.916,11.061,5.304,5.741,2.137,1.42,6.013,0
"NS","NP001DCS  ","4NP001DCS   ","male","child","3y-7m-7d     ",3,7,7,1315.8125,43.2299794661191,"no","yes",1,"NP","other",1,5.397,3.635,4.071,2.246,3.9,2.855,2.652,3.963,2.965,2.356,3.869,2.465,2.667,2.574,1.778,2.293,3.338,2.262,6.037,3.213,4.82,3.479,3.26,2.496,3.275,0
"NS","NP001RCS  ","4NP001RCS   ","male","parent","42y-9m-21d   ",42,9,21,15635.4375,513.689938398357,"yes","no",NA,"NP","other",1,1.919,2.168,1.825,1.981,1.45,1.514,2.886,2.184,1.514,1.575,1.84,2.262,1.857,1.654,1.544,1.358,1.684,1.419,1.919,1.67,1.31,1.513,1.577,1.794,1.767,0
"NS","NP002DSC  ","4NP002DSC   ","male","child","3y-2m-26d    ",3,2,26,1182.625,38.8542094455852,"yes","yes",1,"NP","snake",2,10.951,6.662,10.67,4.805,5.663,6.521,7.332,8.237,3.868,11.357,4.181,11.856,10.358,8.798,8.377,6.864,7.893,3.432,15.787,5.741,5.553,4.602,5.585,3.089,7.428,1
"NS","NP002RSC  ","4NP002RSC   ","male","parent","43y-6m-4d    ",43,6,4,15892.375,522.131416837782,"yes","no",NA,"NP","snake",2,3.65,2.075,2.324,1.341,1.217,1.389,1.451,1.623,1.263,1.529,2.122,1.185,1.326,1.326,1.202,1.763,1.482,2.434,2.761,1.294,2.012,1.342,1.186,1.467,1.698,0
"NS","NP003DCS  ","4NP003DCS   ","male","child","3y-2m-18d    ",3,2,18,1174.625,38.5913757700205,"no","yes",1,"NP","other",1,13.057,8.58,7.722,10.094,7.269,4.087,5.991,4.977,2.121,25.132,3.775,6.879,147.95,7.425,2.262,2.434,3.868,4.196,3.791,4.633,5.959,4.149,9.781,5.101,6.664,1
"NS","NP003RCS  ","4NP003RCS   ","female","parent","37y-6m-2d    ",37,6,2,13698.875,450.065708418891,"no","yes",NA,"NP","other",1,2.121,1.872,3.292,1.934,2.075,1.248,1.966,3.791,3.011,1.529,2.527,2.449,1.763,1.217,1.216,2.527,1.716,1.201,2.137,2.168,3.744,1.81,2.403,2.871,2.191,0
"NS","NP004DSC  ","4NP004DSC   ","female","child","3y-7m-7d     ",3,7,7,1315.8125,43.2299794661191,"yes","yes",1,"NP","snake",2,5.757,2.277,4.025,1.638,4.291,7.972,5.944,2.371,5.429,3.51,4.68,3.962,2.949,2.199,4.711,2.262,3.135,4.415,4.851,2.839,3.385,2.309,8.237,2.543,3.987,0
"NS","NP004RSC  ","4NP004RSC   ","female","parent","33y-0m-20d   ",33,0,20,12073.25,396.657084188912,"yes","no",NA,"NP","snake",2,1.435,1.388,1.389,1.107,1.731,1.606,1.732,1.17,1.077,1.42,1.233,1.139,1.014,1.045,1.139,1.31,1.965,1.591,1.669,1.202,1.077,1.077,1.061,2.215,1.366,0
"NS","NP006DSC  ","4NP006DSC   ","male","child","3y-2m-29d    ",3,2,29,1185.625,38.952772073922,"no","yes",1,"NP","snake",2,20.624,18.439,13.291,8.33,13.244,13.697,6.505,13.525,15.912,15.772,7.909,8.315,10.171,9.298,10.406,8.486,11.108,5.6,10.078,12.168,10.749,10.421,8.175,6.989,11.343,1
"NS","NP006RSC  ","4NP006RSC   ","female","parent","30y-2m-2d    ",30,2,2,11020.375,362.065708418891,"no","yes",NA,"NP","snake",2,2.278,1.794,1.373,1.653,0.951,0.998,1.981,1.326,1.17,4.789,1.014,1.17,1.124,1.295,1.31,2.184,1.654,1.248,2.948,1.56,1.545,1.295,1.514,1.108,1.637,0
"NS","NP007DSC  ","4NP007DSC   ","female","child","2y-9m-16d    ",2,9,16,1020.4375,33.5256673511294,"no","yes",1,"NP","snake",2,53.898,30.514,29.016,18.205,18.034,16.521,18.689,14.461,20.421,21.809,19.859,15.022,21.949,10.265,7.613,7.316,5.85,6.833,6.489,7.269,18.018,7.909,15.896,8.533,16.683,0
"NS","NP007RSC  ","4NP007RSC   ","female","parent","35y-11m-16d  ",35,11,16,13134.5625,431.525667351129,"no","yes",NA,"NP","snake",2,2.09,1.513,1.326,1.326,2.84,1.607,1.326,1.279,1.981,1.654,1.389,3.182,1.701,1.903,2.59,1.186,1.451,1.763,2.185,1.763,1.061,1.295,1.934,1.934,1.762,0
"NS","NP008DSC  ","4NP008DSC   ","female","child","3y-4m-28d    ",3,4,28,1245.5,40.9199178644764,"yes","yes",1,"NP","snake",2,3.916,4.602,4.149,3.775,3.807,4.197,8.33,2.308,5.07,2.886,4.899,5.944,2.278,6.069,3.822,5.725,2.153,2.324,4.618,2.84,3.074,3.666,4.743,4.742,4.164,0
"NS","NP008RSC  ","4NP008RSC   ","female","parent","36y-2m-14d   ",36,2,14,13223.875,434.459958932238,"yes","no",NA,"NP","snake",2,1.123,1.404,1.498,1.497,2.527,1.638,1.435,1.419,1.466,1.45,1.545,2.325,1.17,1.81,1.263,1.186,1.155,2.013,3.541,1.092,1.294,1.217,1.311,1.201,1.566,0
"NS","NP009DSC  ","4NP009DSC   ","male","child","3y-2m-10d    ",3,2,10,1166.625,38.3285420944559,"no","no",2,"NP","snake",2,4.259,4.883,2.996,2.652,2.356,5.133,2.06,2.605,2.746,4.899,2.433,2.605,4.166,7.909,3.386,2.075,5.601,4.197,3.183,2.043,8.19,4.633,2.465,4.306,3.679,2
"NS","NP009RSC  ","4NP009RSC   ","female","parent","             ",NA,NA,NA,0,0,"yes","yes",NA,"NP","snake",2,2.73,1.701,1.248,1.107,1.217,1.326,1.264,1.109,1.279,1.747,1.279,2.543,1.123,1.077,1.155,1.295,1.575,1.107,1.123,0.983,0.983,1.092,0.936,0.983,1.333,0
"NS","NP010DSC  ","4NP010DSC   ","male","child","3y-6m-16d    ",3,6,16,1294.375,42.5256673511294,"yes","yes",1,"NP","snake",2,4.227,4.633,2.933,3.213,4.665,2.2,2.387,2.542,2.106,2.044,2.153,4.181,2.216,1.763,2.121,3.307,2.543,2.121,1.747,1.95,2.574,4.134,2.403,2.34,2.747,13
"NS","NP010RSC  ","4NP010RSC   ","male","parent","37y-0m-2d    ",37,0,2,13516.25,444.065708418891,"yes","yes",NA,"NP","snake",2,2.387,1.716,1.654,2.434,3.713,3.479,3.027,3.058,2.668,6.77,1.856,2.246,2.215,1.732,2.714,1.669,2.683,2.262,3.245,1.482,1.638,2.964,1.201,2.278,2.545,0
"NS","NP011DSC  ","4NP011DSC   ","female","child","3y-2m-8d     ",3,2,8,1164.625,38.2628336755647,"yes","yes",1,"NP","snake",2,4.758,8.018,17.503,8.159,7.504,21.513,8.502,8.081,6.755,7.222,10.389,9.173,4.196,6.053,4.914,5.491,6.973,5.694,6.396,5.835,4.243,4.415,6.021,4.617,6.996,1
"NS","NP011RSC  ","4NP011RSC   ","male","parent","39y-6m-3d    ",39,6,3,14430.375,474.098562628337,"yes","no",NA,"NP","snake",2,1.092,1.279,1.092,0.967,1.014,0.999,1.701,1.295,1.248,1.061,1.794,1.404,1.124,2.246,1.139,2.137,1.201,0.842,0.905,1.092,1.03,1.014,2.59,1.139,1.309,0
"NS","NP012DSC  ","4NP012DSC   ","female","child","3y-7m-26d    ",3,7,26,1334.8125,43.8542094455852,"no","no",2,"NP","snake",2,2.995,3.932,2.278,1.513,2.356,1.638,1.763,2.356,2.293,1.575,1.591,1.497,1.654,2.278,1.638,3.588,1.732,2.215,2.434,1.498,1.56,2.231,1.575,3.807,1.794,17
"NS","NP012RSC  ","4NP012RSC   ","female","parent","36y-4m-6d    ",36,4,6,13276.75,436.197125256673,"yes","yes",NA,"NP","snake",2,1.779,1.138,1.872,1.216,2.013,1.389,1.186,1.653,1.404,1.466,1.232,1.092,1.358,1.201,1.607,1.139,2.028,1.529,1.264,1.061,0.967,1.935,1.279,1.497,1.429,0
"NS","NP014DCS  ","4NP014DCS   ","female","child","3y-7m-13d    ",3,7,13,1321.8125,43.4271047227926,"no","yes",1,"NP","other",1,54.194,19.921,11.84,3.557,4.805,2.293,2.698,2.824,2.73,2.434,2.48,2.137,4.103,2.652,4.228,5.928,3.556,2.839,5.569,4.243,4.477,5.086,6.115,3.058,6.824,0
"NS","NP014RCS  ","4NP014RCS   ","male","parent","40y-6m-13d   ",40,6,13,14805.625,486.427104722793,"no","no",NA,"NP","other",1,1.716,2.839,2.34,1.467,1.388,1.31,1.435,2.293,4.867,1.981,3.12,1.404,2.262,1.451,1.841,2.091,1.903,1.42,1.451,2.153,1.451,1.466,2.34,1.232,1.968,0
"NS","NP017DSC  ","4NP017DSC   ","female","child","4y-1m-24d    ",4,1,24,1515.4375,49.788501026694,"yes","yes",1,"NP","snake",2,6.427,3.666,2.979,2.262,3.167,3.9,5.788,3.495,2.98,3.104,4.18,4.056,4.773,3.369,4.665,2.636,4.696,7.66,7.722,3.854,5.835,3.323,2.464,3.198,4.175,0
"NS","NP017RSC  ","4NP017RSC   ","male","parent","41y-3m-12d   ",41,3,12,15078.5625,495.394250513347,"yes","yes",NA,"NP","snake",2,2.418,1.341,2.246,2.465,1.372,1.279,3.354,1.653,1.31,3.135,1.685,1.529,1.435,1.669,1.497,2.199,1.794,1.607,1.544,2.433,1.294,1.404,1.685,1.529,1.828,0
"NS","NP018DSC  ","4NP018DSC   ","male","child","4y-6m-15d    ",4,6,15,1658.625,54.4928131416838,"no","yes",1,"NP","snake",2,5.148,2.371,3.931,1.544,1.653,4.056,2.902,3.011,1.856,1.232,2.028,1.701,4.368,1.669,2.215,5.803,2.761,2.184,4.4,7.207,3.042,1.342,2.044,2.199,2.944,0
"NS","NP018RSC  ","4NP018RSC_f ","female","parent","32y-6m-25d   ",32,6,25,11895.625,390.82135523614,"yes","yes",1,"NP","snake",2,1.372,1.342,1.607,1.264,1.092,1.029,1.311,1.436,1.404,1.154,1.17,1.528,1.357,1.436,1.186,1.528,1.029,1.123,1.857,1.997,1.28,1.123,1.107,1.419,1.34,0
"NS","NP018RSC  ","4NP018RSC_m ","male","parent","36y-1m-6d    ",36,1,6,13185.4375,433.197125256673,"no","no",NA,"NP","snake",2,2.543,1.747,2.746,2.137,1.466,2.293,1.388,2.403,1.623,1.669,1.622,2.06,1.498,2.044,1.326,1.263,1.513,1.794,2.324,1.326,2.262,1.419,2.48,1.498,1.852,0
"NS","NP020DSC  ","4NP020DSC   ","female","child","4y-6m-21d    ",4,6,21,1664.625,54.6899383983573,"no","no",NA,"NP","snake",2,2.012,2.652,2.605,3.229,2.854,1.966,3.12,1.685,3.698,1.997,1.919,1.575,1.498,3.713,5.522,3.385,1.622,1.95,1.623,2.355,1.404,2.465,3.822,2.901,2.565,0
"NS","NP021DSC  ","4NP021DSC   ","male","child","4y-3m-11d    ",4,3,11,1563.3125,51.3613963039014,"no","yes",1,"NP","snake",2,4.789,5.99,4.681,1.856,4.321,2.355,2.746,3.182,3.729,3.369,4.54,3.994,2.667,2.636,2.933,1.841,2.324,4.025,3.027,2.684,1.95,1.856,3.369,1.638,3.245,1
"NS","NP021RSC  ","4NP021RSC   ","female","parent","34y-10m-2d   ",34,10,2,12724.875,418.065708418891,"no","no",NA,"NP","snake",2,3.666,1.419,1.388,1.997,1.451,1.342,2.403,1.326,1.997,3.838,1.623,1.935,1.934,2.278,2.871,1.872,1.95,2.075,2.574,2.745,1.498,1.389,1.342,1.763,2.028,0
"NS","NP022DCS  ","4NP022DCS   ","female","child","4y-0m-24d    ",4,0,24,1485,48.788501026694,"no","yes",1,"NP","other",1,4.571,12.918,4.571,4.524,3.183,3.526,4.789,4.243,9.157,1.919,5.554,2.262,1.7,4.43,4.914,8.783,4.524,5.741,6.895,3.853,6.334,6.256,2.402,2.559,4.928,1
"NS","NP022RCS  ","4NP022RCS   ","male","parent","41y-10m-25d  ",41,10,25,15304.625,502.82135523614,"no","yes",NA,"NP","other",1,1.653,1.216,3.993,1.014,2.98,1.919,2.699,1.623,7.644,1.841,2.901,1.56,3.011,1.732,1.373,3.213,1.341,1.513,2.73,1.233,1.794,1.451,1.404,1.342,2.216,0
"NS","NP023DCS  ","4NP023DCS   ","male","child","4y-8m-10d    ",4,8,10,1714.5,56.3285420944559,"no","no",2,"NP","other",1,2.793,2.59,2.012,4.571,1.545,3.385,2.168,2.184,1.825,3.166,3.588,2.481,2.215,3.995,1.825,5.757,1.872,1.825,1.919,5.21,2.917,2.917,2.917,1.56,2.802,0
"NS","NP023RCS  ","4NP023RCS   ","female","parent","27y-7m-3d    ",27,7,3,10077.8125,331.098562628337,"no","no",NA,"NP","other",1,3.401,2.09,2.979,2.106,2.184,1.935,2.762,2.309,2.995,2.465,2.262,2.09,1.887,2.48,2.168,2.169,2.091,2.074,1.919,1.997,2.059,1.966,1.919,1.919,2.259,0
"NS","NP024DCS  ","4NP024DCS   ","female","child","4y-6m-25d    ",4,6,25,1668.625,54.8213552361396,"yes","yes",1,"NP","other",1,0.234,3.323,3.869,2.137,2.34,2.387,2.995,2.558,3.182,3.713,3.26,1.794,3.401,1.84,2.122,3.401,2.355,2.496,2.995,2.761,1.763,1.295,1.872,2.044,2.506,0
"NS","NP024RCS  ","4NP024RCS   ","male","parent","38y-3m-5d    ",38,3,5,13975.8125,459.164271047228,"yes","yes",NA,"NP","other",1,1.201,1.107,2.137,3.323,1.794,1.138,1.451,1.498,1.529,1.31,1.747,1.092,1.669,2.762,1.981,1.264,1.123,0.998,1.638,0.968,1.326,1.404,1.701,1.155,1.555,0
"NS","NP025DCS  ","4NP025DCS   ","male","child","4y-8m-16d    ",4,8,16,1720.5,56.5256673511294,"yes","yes",1,"NP","other",1,3.167,3.401,5.928,2.917,2.496,5.382,2.371,2.761,2.433,2.59,4.384,2.418,1.779,2.184,4.29,4.274,3.432,1.732,2.34,2.356,3.713,4.337,1.482,3.775,3.164,0
"NS","NP025RCS  ","4NP025RCS   ","female","parent","39y-5m-8d    ",39,5,8,14404.9375,473.262833675565,"yes","yes",NA,"NP","other",1,2.652,1.513,2.637,1.747,1.295,1.996,1.419,1.872,1.732,2.714,1.451,1.638,2.854,1.56,1.544,1.809,1.934,1.778,1.747,3.291,1.607,1.185,1.762,1.31,1.877,0
"NS","NP027DSC  ","4NP027DSC   ","male","child","5y-3m-3d     ",5,3,3,1920.5625,63.0985626283368,"no","yes",1,"NP","snake",2,3.26,1.81,5.943,2.511,2.59,1.966,2.137,3.042,2.293,4.368,1.856,2.574,1.482,7.004,7.067,3.167,1.748,4.586,2.121,2.294,2.325,6.63,4.29,2.839,3.342,4
"NS","NP027RSC  ","4NP027RSC   ","female","parent","30y-4m-7d    ",30,4,7,11086.25,364.229979466119,"no","yes",NA,"NP","snake",2,2.231,1.357,3.557,1.591,2.402,1.56,1.918,1.638,1.528,1.466,1.622,1.732,1.857,1.966,1.513,1.779,1.654,1.591,1.7,1.732,1.623,1.467,1.638,2.028,1.798,0
"NS","NP028DSC  ","4NP028DSC   ","female","child","5y-1m-29d    ",5,1,29,1885.6875,61.952772073922,"yes","yes",1,"NP","snake",2,8.003,1.888,3.369,1.404,2.839,3.026,3.229,2.605,3.26,3.104,1.918,2.73,2.199,1.934,3.65,4.353,1.342,1.388,1.794,2.137,1.482,1.7,2.746,2.075,2.674,0
"NS","NP028RSC  ","4NP028RSC   ","female","parent","35y-8m-6d    ",35,8,6,13033.25,428.197125256674,"yes","yes",NA,"NP","snake",2,1.841,1.888,1.264,1.388,3.385,2.153,2.496,1.638,1.778,2.152,1.435,1.81,2.355,1.685,2.387,3.244,2.589,1.638,1.155,1.934,1.544,1.95,1.513,1.451,1.945,0
"NS","NP029DSC  ","4NP029DSC   ","female","child","5y-7m-1d     ",5,7,1,2040.3125,67.0328542094456,"no","yes",1,"NP","snake",2,1.545,1.326,1.42,3.572,3.931,1.295,1.404,2.933,2.075,1.997,1.669,1.545,1.389,1.95,5.164,1.17,5.491,2.012,1.498,1.981,2.356,1.498,4.227,1.716,2.299,0
"NS","NP029RSC  ","4NP029RSC   ","female","parent","38y-11m-16d  ",38,11,16,14230.3125,467.525667351129,"yes","no",NA,"NP","snake",2,1.638,1.498,1.576,1.857,2.574,1.575,2.012,1.857,1.81,1.779,2.792,1.81,1.669,1.56,1.622,1.731,2.106,1.748,1.966,1.498,2.169,1.591,1.591,1.716,1.823,0
"NS","NP030DSC  ","4NP030DSC   ","male","child","4y-10m-20d   ",4,10,20,1785.375,58.6570841889117,"no","yes",1,"NP","snake",2,3.557,3.775,5.99,3.807,2.481,2.761,4.071,4.43,2.886,2.23,3.058,1.669,4.134,2.933,5.133,5.272,4.275,4.742,4.119,3.011,2.839,3.058,3.479,3.276,3.624,0
"NS","NP030RSC  ","4NP030RSC   ","male","parent","32y-0m-12d   ",32,0,12,11700,384.394250513347,"no","no",NA,"NP","snake",2,1.638,1.466,1.42,1.513,1.7,1.732,2.153,1.123,1.716,1.248,1.513,2.059,1.701,1.248,1.388,1.545,1.264,1.31,1.248,1.155,1.216,1.139,1.436,1.56,1.479,0
"NS","NP031DSC  ","4NP031DSC   ","male","child","5y-8m-25d    ",5,8,25,2094.75,68.8213552361396,"no","yes",1,"NP","snake",2,1.716,3.556,2.901,1.56,3.838,2.293,1.747,1.623,1.716,1.31,1.419,1.732,1.591,2.481,1.856,2.964,1.357,3.011,3.323,1.202,1.31,3.479,2.995,3.557,2.272,0
"NS","NP031RSC  ","4NP031RSC   ","female","parent","43y-0m-25d   ",43,0,25,15730.75,516.82135523614,"no","yes",NA,"NP","snake",2,2.418,1.919,1.28,1.42,2.2,1.373,2.433,1.684,1.404,1.202,1.794,1.326,3.088,1.451,1.685,1.264,2.387,1.56,2.277,1.357,1.326,1.373,1.435,2.34,1.75,0
"NS","NP032DCS  ","4NP032DCS   ","female","child","5y-2m-18d    ",5,2,18,1905.125,62.5913757700205,"no","yes",1,"NP","other",1,4.119,2.418,3.105,4.665,2.168,1.935,2.98,3.151,3.057,2.964,1.887,3.229,2.886,1.638,2.403,2.917,1.919,1.856,3.478,1.623,2.247,1.794,3.199,4.196,2.743,0
"NS","NP032RCS  ","4NP032RCS   ","male","parent","42y-9m-22d   ",42,9,22,15636.4375,513.722792607803,"yes","no",NA,"NP","other",1,1.623,1.81,2.527,1.825,1.794,2.605,1.529,1.373,2.683,1.919,1.856,1.731,1.56,2.012,1.56,1.373,2.933,1.357,1.232,1.654,1.81,1.544,1.482,1.451,1.802,0
"NS","NP033DCS  ","4NP033DCS   ","male","child","5y-3m-29d    ",5,3,29,1946.5625,63.952772073922,"no","yes",1,"NP","other",1,4.945,2.901,2.59,2.246,3.791,2.605,5.507,3.463,1.841,1.81,3.588,1.747,4.539,2.668,2.761,2.87,2.309,3.604,2.355,4.758,3.198,3.712,1.388,1.748,3.039,0
"NS","NP033RCS  ","4NP033RCS   ","female","parent","40y-0m-21d   ",40,0,21,14631,480.689938398357,"no","no",NA,"NP","other",1,2.013,2.231,2.449,1.809,1.872,2.371,1.794,2.761,2.278,1.669,2.324,1.778,1.935,2.87,1.919,1.825,1.575,2.137,1.451,1.669,1.467,1.669,1.404,1.606,1.953,0
"NS","NP034DCS  ","4NP034DCS   ","female","child","4y-11m-21d   ",4,11,21,1816.8125,59.6899383983573,"yes","yes",1,"NP","other",1,3.011,5.445,9.454,5.46,3.448,6.427,7.114,5.897,4.727,10.842,8.783,6.084,3.681,13.306,4.555,7.769,4.82,3.822,3.542,8.892,3.869,2.481,2.902,3.931,5.44,6
"NS","NP034RCS  ","4NP034RCS   ","male","parent","31y-5m-28d   ",31,5,28,11502.9375,377.919917864476,"no","yes",NA,"NP","other",1,1.404,3.541,1.497,1.466,2.074,1.326,2.543,2.122,2.294,1.607,1.638,1.372,1.076,1.045,1.28,2.605,1.544,1.794,1.264,1.311,2.044,1.326,4.072,1.373,1.817,0
"NS","NP035DCS  ","4NP035DCS   ","male","child","5y-1m-15d    ",5,1,15,1871.6875,61.4928131416838,"yes","yes",1,"NP","other",1,3.729,8.658,4.352,4.93,4.384,3.058,4.087,5.085,5.055,1.701,2.106,3.136,3.854,3.744,5.85,10.702,2.777,6.568,9.423,6.069,3.339,2.636,3.245,5.163,4.735,0
"NS","NP035RCS  ","4NP035RCS   ","male","parent","40y-6m-22d   ",40,6,22,14814.625,486.722792607803,"yes","yes",NA,"NP","other",1,5.039,2.168,2.512,2.028,1.575,2.73,1.482,1.607,1.701,1.684,1.95,1.451,1.466,1.28,2.215,1.342,2.371,1.841,1.731,1.747,4.056,1.981,1.56,1.373,2.037,0
"NS","NP036DCS  ","4NP036DCS   ","female","child","4y-11m-23d   ",4,11,23,1818.8125,59.7556468172485,"yes","yes",1,"NP","other",1,2.199,3.729,3.651,3.182,2.434,2.683,3.198,5.367,3.635,4.399,1.794,2.262,3.307,2.325,3.572,2.137,2.668,2.106,2.075,3.447,1.513,2.917,5.32,3.307,3.051,0
"NS","NP036RCS  ","4NP036RCS   ","female","parent","34y-6m-8d    ",34,6,8,12609.125,414.262833675565,"yes","no",NA,"NP","other",1,3.947,1.545,2.215,2.637,1.7,2.075,1.467,2.059,1.841,1.56,1.622,2.621,2.106,2.34,2.558,1.575,1.935,1.622,1.466,2.371,1.638,1.935,1.56,2.917,2.055,0
"NS","NP037DCS  ","4NP037DCS   ","female","child","5y-3m-13d    ",5,3,13,1930.5625,63.4271047227926,"no","yes",1,"NP","other",1,2.308,2.762,4.446,3.478,2.074,2.652,3.775,1.996,2.668,3.76,2.433,2.293,1.513,4.93,2.948,1.669,1.467,2.855,2.371,1.794,1.762,2.901,1.669,2.449,2.624,0
"NS","NP037RCS  ","4NP037RCS   ","male","parent","37y-0m-20d   ",37,0,20,13534.25,444.657084188912,"no","no",NA,"NP","other",1,2.839,4.368,1.95,2.325,2.262,2.668,3.713,3.057,2.496,2.465,1.81,2.215,1.81,3.151,3.729,3.448,1.935,2.933,2.932,2.387,1.809,2.278,1.498,1.654,2.572,0
"NS","NP038DSC  ","4NP038DSC   ","female","child","4y-3m-6d     ",4,3,6,1558.3125,51.1971252566735,"no","yes",1,"NP","snake",2,2.106,1.513,2.761,2.621,2.792,2.902,2.511,2.325,1.919,1.311,1.248,2.215,2.917,1.435,1.654,2.62,3.276,2.356,1.388,1.436,4.462,3.151,1.405,2.028,2.265,0
"NS","NP038RSC  ","4NP038RSC   ","male","parent","40y-2m-14d   ",40,2,14,14684.875,482.459958932238,"no","no",NA,"NP","snake",2,1.997,2.168,1.856,1.388,1.373,1.513,1.201,2.434,3.151,2.012,4.821,1.451,3.151,1.606,1.872,1.638,2.372,5.023,2.012,1.825,1.965,1.607,1.389,1.825,2.152,0
"NS","NP040DCS  ","4NP040DCS   ","female","child","3y-9m-7d     ",3,9,7,1376.6875,45.2299794661191,"no","yes",1,"NP","other",1,4.539,2.683,2.683,2.839,3.291,2.715,2.184,1.482,1.778,2.106,3.198,1.856,2.168,2.714,2.886,1.857,3.042,2.917,2.371,1.965,2.2,1.857,2.855,2.995,2.56,2
