"g","imaginedexplicit1","imaginedexplicit2","imaginedexplicit3","imaginedexplicit4"
"vcu     ",1,4,7,6
"ithaca  ",1,2,3,1
"vcu     ",3,2,1,1
"vcu     ",6,5,5,9
"vcu     ",4,5,9,9
"wisc    ",7,7,7,7
"brasilia",3,2,8,2
"vcu     ",2,2,1,1
"vcu     ",9,9,8,9
"qccuny2 ",3,3,3,3
"ithaca  ",7,3,7,6
"ithaca  ",1,1,1,1
"ithaca  ",7,5,3,9
"ithaca  ",9,7,9,8
"ithaca  ",6,3,5,7
"ithaca  ",4,3,5,8
"ithaca  ",6,4,4,9
"ithaca  ",1,7,5,8
"ithaca  ",6,2,7,4
"vcu     ",5,5,5,6
"vcu     ",6,5,6,3
"mcdaniel",7,6,9,9
"vcu     ",5,1,8,5
"brasilia",4,2,4,2
"wpi     ",5,1,1,2
"wpi     ",5,1,6,1
"wpi     ",5,1,5,3
"wpi     ",2,1,3,2
"wpi     ",5,5,5,6
"wpi     ",3,3,6,6
"wpi     ",9,6,6,5
"brasilia",7,5,9,3
"wpi     ",9,7,9,9
"wpi     ",7,6,8,6
"wpi     ",6,1,3,1
"brasilia",1,1,3,3
"oxy     ",5,3,7,9
"oxy     ",8,9,9,9
"oxy     ",9,4,7,8
"qccuny2 ",5,5,7,7
"mcdaniel",7,5,5,8
"mcdaniel",5,4,5,7
"oxy     ",8,6,9,9
"oxy     ",6,6,6,7
"mcdaniel",5,1,9,9
"oxy     ",5,3,6,7
"oxy     ",6,8,7,9
"mcdaniel",5,3,5,4
"mcdaniel",9,7,8,9
"mcdaniel",4,5,9,6
"mcdaniel",5,5,5,7
"help    ",5,3,7,8
"help    ",7,3,7,8
"help    ",7,3,5,5
"help    ",5,3,6,2
"help    ",7,8,8,8
"mcdaniel",7,5,7,7
"help    ",7,3,8,1
"help    ",1,1,1,1
"mcdaniel",5,3,4,3
"help    ",5,5,4,5
"help    ",5,1,4,1
"help    ",5,6,6,6
"charles ",2,3,8,9
"help    ",5,8,7,8
"charles ",2,2,3,2
"help    ",3,2,6,3
"help    ",2,1,1,1
"help    ",5,3,5,2
"charles ",1,1,7,5
"charles ",1,3,3,3
"charles ",4,5,6,7
"help    ",5,2,4,2
"help    ",7,2,9,4
"help    ",3,1,5,1
"help    ",4,2,5,1
"help    ",1,1,2,1
"help    ",6,2,7,1
"lse     ",5,5,5,5
"lse     ",5,3,5,7
"lse     ",9,7,9,6
"lse     ",8,5,7,7
"lse     ",5,3,6,3
"lse     ",3,2,3,5
"lse     ",3,1,2,1
"lse     ",6,6,6,6
"lse     ",9,9,9,9
"lse     ",7,3,5,5
"lse     ",9,9,9,5
"lse     ",4,2,3,1
"lse     ",9,7,9,1
"lse     ",9,6,9,7
"lse     ",2,1,1,1
"lse     ",5,3,5,1
"lse     ",8,6,6,6
"lse     ",3,1,3,1
"lse     ",6,3,9,9
"lse     ",7,7,7,7
"lse     ",9,9,9,9
"lse     ",5,2,5,2
"lse     ",5,5,5,5
"lse     ",5,2,5,7
"lse     ",5,2,5,1
"lse     ",6,2,4,4
"lse     ",1,1,1,1
"lse     ",5,6,9,9
"lse     ",9,1,9,6
"lse     ",6,4,6,7
"lse     ",5,5,5,5
"lse     ",9,4,8,9
"lse     ",5,1,6,1
"lse     ",2,2,2,5
"lse     ",7,2,8,4
"lse     ",7,4,7,4
"lse     ",9,9,9,8
"lse     ",2,1,2,2
"lse     ",3,2,6,2
"lse     ",5,1,5,7
"lse     ",9,6,5,6
"lse     ",4,2,4,7
"lse     ",2,2,6,6
"lse     ",4,6,5,6
"lse     ",7,7,8,9
"lse     ",9,5,9,3
"lse     ",6,1,5,5
"lse     ",5,5,5,3
"lse     ",7,1,9,4
"lse     ",5,5,5,3
"lse     ",5,6,5,9
"lse     ",5,2,9,6
"lse     ",4,7,7,9
"lse     ",9,4,6,2
"lse     ",5,5,5,1
"lse     ",5,2,7,2
"lse     ",8,2,9,6
"lse     ",5,1,3,2
"lse     ",4,4,7,9
"lse     ",5,2,3,1
"lse     ",7,3,7,3
"lse     ",4,1,7,3
"lse     ",7,5,7,5
"lse     ",7,5,7,7
"lse     ",9,5,9,9
"lse     ",6,5,6,5
"lse     ",5,3,9,9
"lse     ",9,9,9,9
"lse     ",8,5,8,9
"lse     ",6,2,6,2
"lse     ",2,2,2,9
"lse     ",5,3,7,6
"lse     ",5,7,6,5
"lse     ",7,6,7,6
"lse     ",5,2,5,7
"lse     ",5,6,7,7
"swpson  ",2,2,5,9
"lse     ",6,3,5,9
"lse     ",4,4,7,1
"lse     ",3,3,7,3
"lse     ",9,9,9,9
"lse     ",6,5,6,6
"lse     ",9,7,9,7
"lse     ",6,6,6,4
"lse     ",2,2,7,2
"lse     ",6,3,5,3
"lse     ",7,8,8,9
"lse     ",3,2,2,5
"lse     ",9,9,NA,9
"ufl     ",3,3,6,9
"lse     ",1,1,3,2
"lse     ",2,1,4,9
"lse     ",6,2,3,2
"lse     ",7,3,7,4
"lse     ",7,6,7,5
"lse     ",3,2,5,1
"lse     ",9,5,7,4
"lse     ",4,3,4,2
"lse     ",8,5,3,2
"lse     ",7,4,6,4
"lse     ",8,1,9,9
"lse     ",7,3,7,5
"lse     ",6,7,8,9
"lse     ",5,1,1,1
"lse     ",7,3,4,4
"lse     ",5,3,4,2
"lse     ",5,2,7,7
"lse     ",7,3,9,9
"lse     ",4,1,4,3
"lse     ",3,1,5,4
"lse     ",5,7,7,9
"lse     ",7,7,6,7
"lse     ",9,1,7,5
"lse     ",5,4,5,6
"lse     ",3,3,3,3
"lse     ",9,7,8,9
"lse     ",9,6,7,4
"lse     ",9,3,9,4
"lse     ",5,2,4,5
"lse     ",4,2,9,6
"lse     ",5,4,5,5
"lse     ",6,3,6,7
"lse     ",9,5,5,4
"lse     ",3,1,5,1
"lse     ",4,3,7,9
"lse     ",5,3,4,4
"oxy     ",7,7,9,9
"lse     ",5,5,5,8
"lse     ",7,5,5,3
"lse     ",7,6,7,9
"lse     ",5,5,7,7
"lse     ",4,3,5,5
"lse     ",2,2,6,3
"lse     ",9,5,9,9
"ufl     ",2,2,4,7
"lse     ",5,1,4,1
"lse     ",9,3,9,4
"lse     ",5,4,3,7
"lse     ",9,4,8,3
"vcu     ",7,6,5,9
"brasilia",1,1,1,1
"vcu     ",5,1,5,9
"vcu     ",5,5,4,5
"vcu     ",5,2,3,2
"qccuny2 ",4,5,8,9
"unipd   ",7,6,9,7
"vcu     ",9,5,5,9
"vcu     ",9,1,5,5
"qccuny2 ",5,5,5,4
"oxy     ",4,3,5,6
"oxy     ",5,3,7,8
"mcdaniel",NA,6,6,9
"oxy     ",9,6,9,8
"wl      ",5,7,9,9
"oxy     ",5,4,4,3
"vcu     ",4,6,6,4
"vcu     ",6,1,7,1
"vcu     ",6,3,9,9
"wl      ",6,3,7,7
"oxy     ",5,6,6,3
"brasilia",5,1,5,1
"oxy     ",5,3,5,3
"vcu     ",2,2,1,9
"vcu     ",2,1,2,2
"vcu     ",5,3,5,7
"brasilia",4,5,6,4
"mcdaniel",5,6,6,6
"brasilia",5,4,6,6
"tamuon  ",6,2,5,2
"tamuon  ",4,1,6,1
"tamuon  ",3,1,2,1
"tamuon  ",2,2,2,2
"tamuon  ",1,1,1,1
"tamuon  ",2,1,2,1
"wl      ",8,5,8,9
"tamuon  ",7,5,8,9
"tamuon  ",1,2,3,1
"wl      ",5,1,5,4
"wl      ",7,6,7,7
"tamuon  ",3,2,3,3
"tamuon  ",1,1,1,1
"tamuon  ",5,3,6,7
"tamuon  ",2,2,2,1
"tamuon  ",7,5,9,7
"tamuon  ",5,6,7,5
"mcdaniel",5,6,7,4
"wl      ",5,4,6,3
"tamuon  ",5,3,6,6
"oxy     ",6,5,8,9
"oxy     ",5,3,7,5
"oxy     ",2,1,5,5
"oxy     ",6,3,5,9
"tamuon  ",7,3,7,2
"tamuon  ",2,2,5,5
"tamuon  ",4,1,4,2
"tamuon  ",5,1,5,3
"tamuon  ",4,3,6,3
"tamuon  ",4,1,4,4
"oxy     ",9,6,6,6
"tamuon  ",3,5,7,4
"oxy     ",8,7,9,8
"tamuon  ",5,2,4,1
"tamuon  ",7,4,6,5
"tamuon  ",7,7,6,5
"tamuon  ",9,5,5,2
"tamuon  ",1,1,1,1
"tamuon  ",1,2,3,2
"tamuon  ",9,1,9,1
"tamuon  ",5,3,7,7
"oxy     ",5,5,9,5
"oxy     ",5,3,4,9
"tamuon  ",8,6,9,9
"tamuon  ",1,1,1,1
"oxy     ",7,3,6,9
"tamuon  ",4,6,8,2
"tamuon  ",2,6,5,7
"tamuon  ",5,3,4,4
"oxy     ",6,3,8,9
"tamuon  ",3,3,2,1
"tamuon  ",7,3,9,6
"tamuon  ",5,1,1,1
"mcdaniel",3,1,3,2
"mcdaniel",4,5,4,3
"tamuon  ",5,1,7,1
"oxy     ",5,4,4,2
"tamuon  ",7,7,9,4
"tamuon  ",2,1,4,1
"tamuon  ",5,6,7,7
"wl      ",4,5,5,6
"tamuon  ",1,2,5,9
"wl      ",3,4,6,9
"tamuon  ",5,2,5,1
"wl      ",7,7,7,9
"wl      ",5,5,5,9
"tamuon  ",7,5,7,5
"wl      ",5,2,5,9
"wl      ",2,2,7,9
"tamuon  ",5,3,1,1
"tamuon  ",5,2,5,6
"tamuon  ",9,9,9,9
"tamuon  ",5,6,7,1
"tamuon  ",6,7,7,6
"tamuon  ",3,2,5,2
"tamuon  ",3,2,4,1
"tamuon  ",4,6,9,7
"tamuon  ",3,2,2,1
"tamuon  ",5,2,6,7
"tamuon  ",3,1,4,1
"tamuon  ",2,2,5,6
"tamuon  ",4,2,4,5
"tamuon  ",6,1,6,7
"tamuon  ",5,2,3,3
"tamuon  ",6,6,6,9
"tamuon  ",3,2,3,4
"tamuon  ",2,1,8,2
"tamuon  ",5,2,4,2
"tamuon  ",6,4,6,4
"tamuon  ",5,2,7,1
"tamuon  ",9,2,9,5
"tamuon  ",3,3,3,2
"tamuon  ",4,3,4,9
"tamuon  ",6,2,7,9
"tamuon  ",5,1,6,3
"help    ",9,6,8,7
"help    ",6,1,4,1
"help    ",7,7,5,6
"help    ",7,8,6,7
"tamuon  ",5,3,5,1
"help    ",9,5,5,9
"help    ",9,6,8,9
"tamuon  ",4,3,6,7
"tamuon  ",7,4,7,8
"tamuon  ",7,6,7,7
"tamuon  ",9,1,6,3
"tamuon  ",5,3,5,4
"tamuon  ",9,6,7,9
"tamuon  ",5,1,5,2
"tamuon  ",3,2,3,1
"tamuon  ",3,2,3,2
"help    ",9,6,9,7
"tamuon  ",5,3,5,8
"tamuon  ",5,1,3,1
"tamuon  ",3,1,2,1
"tamuon  ",1,2,2,3
"tamuon  ",5,1,4,2
"tamuon  ",4,3,6,2
"tamuon  ",2,3,6,2
"tamuon  ",5,3,8,3
"help    ",9,7,9,9
"tamuon  ",1,2,7,4
"help    ",6,7,5,4
"tamuon  ",5,1,9,6
"oxy     ",NA,NA,NA,NA
"tamuon  ",4,3,5,4
"help    ",7,3,2,2
"help    ",7,3,7,3
"tamuon  ",5,3,6,3
"tamuon  ",3,4,4,4
"tamuon  ",1,1,1,1
"tamuon  ",4,1,6,9
"help    ",7,9,9,6
"help    ",5,5,6,7
"tamuon  ",2,3,1,1
"tamuon  ",5,5,9,9
"swps    ",4,4,5,8
"swps    ",4,3,5,6
"swps    ",5,5,3,6
"tamuon  ",5,1,9,9
"swps    ",1,1,3,1
"help    ",6,5,6,3
"help    ",8,4,7,5
"swps    ",1,1,1,1
"help    ",4,1,3,1
"help    ",5,8,5,8
"swps    ",1,4,2,5
"help    ",5,2,6,1
"help    ",7,5,6,7
"help    ",5,2,6,2
"help    ",6,3,5,3
"swps    ",5,5,5,9
"help    ",7,4,5,6
"help    ",6,2,1,1
"swps    ",1,5,4,8
"swps    ",7,5,4,3
"swps    ",4,7,7,9
"swps    ",4,3,1,1
"help    ",9,3,4,2
"swps    ",5,6,4,7
"swps    ",4,9,6,1
"swps    ",3,3,3,4
"swps    ",2,2,1,1
"help    ",5,4,1,6
"swps    ",5,6,4,3
"swps    ",6,9,8,9
"swps    ",4,9,8,9
"swps    ",7,3,6,5
"lse     ",5,5,5,1
"lse     ",8,3,6,9
"lse     ",5,2,1,7
"lse     ",8,2,5,1
"lse     ",5,3,4,7
"lse     ",2,3,7,7
"lse     ",5,2,5,3
"lse     ",5,2,3,3
"lse     ",1,1,1,1
"lse     ",9,7,7,5
"lse     ",1,1,1,1
"swps    ",2,5,5,9
"lse     ",7,1,5,2
"lse     ",9,9,9,9
"lse     ",9,9,9,7
"lse     ",7,5,5,9
"lse     ",8,6,9,9
"lse     ",5,5,5,2
"swps    ",4,4,3,6
"lse     ",3,3,1,2
"lse     ",7,4,6,2
"lse     ",5,4,5,7
"lse     ",3,1,2,1
"lse     ",7,2,7,3
"lse     ",7,5,6,4
"lse     ",9,4,7,8
"lse     ",6,4,6,3
"lse     ",6,5,6,7
"lse     ",3,3,5,6
"lse     ",9,3,5,6
"lse     ",6,5,7,8
"lse     ",2,1,3,1
"lse     ",9,7,8,9
"lse     ",5,7,3,2
"lse     ",8,2,5,3
"lse     ",3,3,3,1
"unipd   ",6,7,5,2
"lse     ",5,2,5,2
"lse     ",5,5,7,6
"lse     ",5,4,4,3
"lse     ",9,9,9,9
"lse     ",5,1,5,7
"lse     ",8,7,9,3
"swps    ",2,4,3,4
"lse     ",5,7,3,7
"swps    ",4,8,5,7
"swps    ",5,5,1,7
"lse     ",7,6,9,9
"lse     ",5,7,9,5
"lse     ",6,5,9,4
"lse     ",3,1,1,1
"lse     ",5,5,6,6
"lse     ",4,2,2,8
"swps    ",7,3,5,3
"swps    ",4,3,5,5
"swps    ",2,1,7,6
"swps    ",5,4,5,7
"lse     ",8,7,8,9
"lse     ",7,7,7,9
"lse     ",5,2,2,2
"lse     ",9,7,9,9
"lse     ",3,2,3,2
"lse     ",9,7,5,3
"lse     ",6,1,2,1
"lse     ",7,2,2,2
"lse     ",8,5,6,3
"lse     ",5,5,3,1
"lse     ",5,2,5,1
"wl      ",6,5,6,7
"lse     ",8,5,5,8
"lse     ",5,5,6,3
"unipd   ",5,5,7,9
"lse     ",1,1,5,1
"unipd   ",5,3,4,1
"swps    ",3,2,4,4
"swps    ",3,9,4,9
"swps    ",5,5,5,5
"unipd   ",3,2,3,3
"lse     ",8,4,9,7
"lse     ",6,3,5,3
"lse     ",5,5,5,3
"lse     ",7,4,7,8
"lse     ",7,2,9,6
"lse     ",3,1,3,1
"lse     ",5,5,5,1
"lse     ",8,3,6,1
"lse     ",6,2,5,3
"lse     ",5,2,5,3
"unipd   ",6,2,7,2
"lse     ",9,6,6,7
"swps    ",4,4,4,3
"lse     ",1,1,2,1
"lse     ",8,7,8,7
"lse     ",5,7,9,3
"lse     ",5,1,3,1
"lse     ",8,6,4,9
"lse     ",9,3,5,3
"lse     ",5,5,7,7
"lse     ",3,2,3,2
"lse     ",5,6,6,6
"lse     ",3,3,3,1
"unipd   ",1,1,1,1
"swps    ",5,5,3,7
"lse     ",6,3,4,7
"lse     ",9,7,9,9
"lse     ",9,9,9,9
"lse     ",1,1,2,3
"lse     ",7,7,8,8
"lse     ",9,4,9,9
"lse     ",4,3,4,3
"swps    ",3,6,7,9
"swps    ",2,3,3,4
"lse     ",3,1,5,2
"swps    ",1,1,1,1
"lse     ",5,3,6,8
"lse     ",5,4,5,4
"lse     ",7,3,6,5
"lse     ",6,2,4,1
"lse     ",6,7,6,9
"lse     ",9,7,9,5
"swps    ",1,1,5,7
"swps    ",5,7,7,7
"swps    ",4,3,4,2
"lse     ",6,4,4,8
"lse     ",7,8,8,9
"swps    ",5,5,3,6
"lse     ",9,2,6,2
"lse     ",3,3,6,4
"lse     ",5,2,9,1
"wl      ",5,6,7,8
"lse     ",9,5,7,7
"lse     ",7,5,8,3
"lse     ",6,6,7,7
"tamuon  ",4,1,4,5
"lse     ",5,5,5,1
"lse     ",3,2,3,1
"lse     ",5,1,2,1
"lse     ",3,1,3,4
"tamuon  ",5,2,5,2
"mcdaniel",5,4,7,8
"lse     ",6,5,6,2
"lse     ",9,5,7,1
"unipd   ",8,8,9,9
"lse     ",5,2,1,5
"tamuon  ",1,3,5,3
"tamuon  ",2,2,4,2
"lse     ",7,7,8,9
"lse     ",9,5,9,9
"lse     ",1,1,1,1
"lse     ",5,5,5,1
"lse     ",3,3,3,2
"lse     ",2,1,5,2
"lse     ",5,6,7,8
"lse     ",3,1,3,1
"lse     ",6,2,7,5
"unipd   ",7,8,9,8
"tamuon  ",2,2,4,8
"unipd   ",7,6,9,4
"tamuon  ",5,5,5,5
"charles ",2,1,1,2
"charles ",5,3,5,3
"unipd   ",5,5,9,4
"unipd   ",8,6,7,3
"lse     ",6,6,7,5
"charles ",5,2,5,8
"charles ",7,8,6,9
"charles ",5,3,5,8
"charles ",4,3,2,8
"unipd   ",4,3,6,7
"lse     ",3,2,6,3
"lse     ",2,2,4,5
"unipd   ",6,1,8,3
"charles ",5,2,1,3
"charles ",4,6,6,9
"charles ",2,1,3,1
"lse     ",6,5,7,9
"tamuon  ",5,5,6,9
"lse     ",5,2,6,6
"unipd   ",7,5,9,6
"charles ",4,5,4,7
"lse     ",5,5,5,9
"tamuon  ",5,5,5,6
"lse     ",9,9,9,9
"lse     ",4,5,6,7
"lse     ",9,9,9,9
"lse     ",6,2,1,2
"unipd   ",6,6,7,6
"lse     ",5,3,9,9
"unipd   ",6,5,8,3
"tamuon  ",5,2,5,2
"tamuon  ",5,1,1,1
"tamuon  ",5,1,5,2
"lse     ",9,8,9,9
"lse     ",7,5,8,9
"unipd   ",3,3,4,2
"lse     ",7,7,5,9
"unipd   ",7,4,5,5
"unipd   ",2,4,2,3
"unipd   ",4,5,6,1
"lse     ",3,2,3,2
"lse     ",9,6,6,9
"unipd   ",9,7,9,9
"lse     ",5,4,6,6
"lse     ",1,1,1,1
"lse     ",5,1,4,1
"unipd   ",2,3,3,2
"lse     ",6,1,4,1
"lse     ",5,3,7,6
"tamuon  ",5,5,5,1
"lse     ",7,4,5,4
"unipd   ",6,5,9,6
"unipd   ",5,3,6,7
"unipd   ",4,3,5,1
"charles ",6,3,1,3
"charles ",7,3,3,3
"charles ",5,3,5,6
"charles ",7,4,7,8
"charles ",4,4,5,9
"charles ",2,2,3,5
"tamuon  ",7,3,6,2
"unipd   ",6,6,6,6
"unipd   ",3,1,3,1
"unipd   ",6,1,4,3
"tamuon  ",2,1,1,3
"tamuon  ",7,9,7,5
"tamuon  ",2,2,2,2
"tamuon  ",7,4,7,3
"tamuon  ",2,1,1,1
"tamuon  ",6,4,9,9
"tamuon  ",3,1,1,2
"unipd   ",6,2,8,1
"unipd   ",7,6,7,6
"wpi     ",5,5,5,7
"wpi     ",5,4,6,3
"tamuon  ",1,1,1,1
"tamuon  ",3,1,4,1
"tamuon  ",5,5,5,9
"wku     ",5,6,6,8
"tamuon  ",6,3,5,2
"wpi     ",5,3,5,7
"wku     ",2,1,1,5
"wku     ",3,3,3,4
"wku     ",5,3,4,2
"wku     ",2,1,2,2
"wku     ",9,6,9,9
"wku     ",2,2,2,2
"tamuon  ",6,6,8,4
"oxy     ",5,6,5,3
"wpi     ",6,4,5,7
"oxy     ",3,1,8,2
"wpi     ",5,6,6,7
"tamuon  ",1,1,1,1
"wpi     ",5,5,5,7
"unipd   ",4,5,5,4
"qccuny2 ",3,4,2,2
"wpi     ",5,1,1,1
"tamuon  ",4,3,4,5
"tamuon  ",5,4,5,9
"tamuon  ",2,1,2,4
"tamuon  ",2,3,1,6
"qccuny2 ",6,7,8,1
"wku     ",3,3,4,5
"wku     ",5,5,5,9
"tamuon  ",5,3,7,5
"oxy     ",6,4,3,3
"tamuon  ",2,2,7,9
"wku     ",4,5,5,4
"wku     ",3,3,2,1
"wku     ",6,3,7,9
"tamuon  ",3,4,6,3
"wku     ",6,1,4,3
"wku     ",5,4,6,8
"unipd   ",8,5,2,9
"tamuon  ",5,1,3,2
"unipd   ",6,7,6,6
"tamuon  ",4,3,9,5
"tamuon  ",5,5,6,3
"unipd   ",6,4,8,4
"luc     ",5,7,7,8
"tamuon  ",3,2,3,2
"wku     ",9,8,9,9
"wku     ",3,2,4,5
"unipd   ",7,7,8,6
"tamuon  ",4,5,5,4
"tamuon  ",2,2,5,5
"unipd   ",6,6,8,7
"unipd   ",7,7,8,6
"unipd   ",7,5,9,7
"tamuon  ",3,5,4,6
"tamuon  ",3,2,2,2
"tamuon  ",2,1,1,1
"wku     ",5,7,7,7
"wku     ",5,6,5,3
"wku     ",1,4,5,8
"tamuon  ",6,5,7,9
"tamuon  ",4,2,3,2
"tamuon  ",2,1,1,1
"tamuon  ",5,6,6,8
"tamuon  ",5,4,5,2
"tamuon  ",3,2,3,1
"tamuon  ",5,3,5,1
"tamuon  ",5,3,5,7
"tamuon  ",5,4,5,3
"tamuon  ",1,1,1,1
"luc     ",5,4,5,6
"luc     ",9,7,3,5
"tamuon  ",5,5,5,5
"tamuon  ",5,1,5,2
"unipd   ",4,3,4,6
"brasilia",3,3,2,5
"unipd   ",6,6,7,6
"unipd   ",8,8,5,1
"tamuon  ",2,4,4,7
"unipd   ",5,2,7,1
"wku     ",4,3,5,3
"tamuon  ",2,1,1,2
"wku     ",7,8,9,9
"wku     ",2,1,1,1
"tamuon  ",6,1,5,1
"unipd   ",7,7,8,9
"tamuon  ",3,1,1,2
"tamuon  ",3,5,5,5
"tamuon  ",1,2,1,2
"wku     ",9,8,6,5
"brasilia",5,6,8,7
"wku     ",3,2,3,2
"wku     ",2,1,4,4
"wku     ",4,4,4,8
"tamuon  ",4,4,6,9
"tamuon  ",2,3,1,1
"unipd   ",4,4,5,6
"wku     ",3,4,5,6
"luc     ",7,4,5,6
"tamuon  ",5,1,5,1
"luc     ",7,8,7,7
"wku     ",5,3,8,7
"tamuon  ",7,1,4,2
"tamuon  ",5,2,6,2
"tamuon  ",3,3,7,4
"unipd   ",7,5,9,1
"tamuon  ",5,1,5,1
"tamuon  ",5,4,4,6
"oxy     ",4,6,6,9
"unipd   ",9,9,9,9
"tamuon  ",5,1,5,1
"tamuon  ",6,7,8,7
"oxy     ",7,3,5,4
"oxy     ",9,8,8,6
"tamuon  ",7,7,7,6
"oxy     ",5,7,5,7
"tamuon  ",1,1,1,1
"tamuon  ",6,5,7,5
"tamuon  ",3,3,7,5
"tamuon  ",3,2,6,4
"oxy     ",5,3,4,6
"unipd   ",8,4,9,8
"tamuon  ",2,3,5,5
"tamuon  ",2,3,6,2
"oxy     ",8,8,9,9
"unipd   ",7,7,8,6
"tamuon  ",3,1,5,5
"tamuon  ",3,3,9,2
"tamuon  ",5,1,6,4
"tamuon  ",1,2,1,1
"tamuon  ",1,1,1,1
"oxy     ",8,6,7,3
"oxy     ",5,4,5,3
"oxy     ",9,7,9,8
"tamuon  ",5,4,5,1
"luc     ",5,2,4,2
"luc     ",5,5,5,7
"luc     ",7,6,9,9
"luc     ",8,3,7,8
"luc     ",6,4,7,4
"luc     ",5,5,9,3
"mcdaniel",7,7,7,6
"tamuon  ",2,1,2,1
"tamuon  ",5,2,5,3
"luc     ",9,7,9,9
"luc     ",8,3,6,3
"tamuon  ",3,1,4,1
"luc     ",7,5,5,7
"oxy     ",5,9,6,9
"tamuon  ",2,2,2,2
"help    ",7,3,6,2
"help    ",8,5,7,6
"tamuon  ",2,2,4,3
"tamuon  ",2,2,6,1
"help    ",7,5,5,6
"tamuon  ",5,4,5,7
"mcdaniel",9,3,4,9
"help    ",9,7,9,9
"tamuon  ",3,5,4,8
"help    ",4,3,5,1
"help    ",7,5,7,7
"tamuon  ",3,3,4,4
"mcdaniel",7,5,6,6
"help    ",3,3,3,2
"tamuon  ",5,3,5,3
"help    ",6,6,7,7
"help    ",5,2,6,7
"help    ",5,3,5,1
"tamuon  ",3,3,3,3
"help    ",5,4,5,6
"oxy     ",5,3,7,9
"tamuon  ",4,3,2,3
"oxy     ",3,2,4,1
"help    ",7,1,7,1
"help    ",6,3,3,7
"tamuon  ",2,2,3,4
"tamuon  ",1,1,5,2
"help    ",9,3,4,2
"help    ",5,5,5,6
"help    ",5,2,4,2
"help    ",4,2,5,2
"help    ",8,2,7,1
"unipd   ",6,7,7,4
"help    ",7,3,2,2
"help    ",7,3,6,3
"tamuon  ",2,4,4,4
"tamuon  ",6,4,6,3
"tamuon  ",5,6,5,5
"tamuon  ",1,3,1,2
"help    ",3,1,3,1
"help    ",9,4,6,8
"unipd   ",1,1,1,1
"help    ",7,4,7,1
"help    ",8,5,6,5
"tamuon  ",5,3,5,2
"swps    ",3,3,6,4
"swps    ",3,2,8,2
"help    ",7,1,4,1
"help    ",6,2,1,2
"swps    ",7,6,7,7
"help    ",6,1,6,6
"help    ",4,2,3,2
"unipd   ",1,2,4,2
"swps    ",5,6,5,7
"unipd   ",5,6,8,7
"help    ",2,2,2,2
"help    ",2,1,2,4
"swps    ",5,5,7,8
"swps    ",4,4,4,6
"swps    ",6,6,7,3
"unipd   ",8,5,6,7
"help    ",7,6,8,8
"help    ",9,6,9,4
"swps    ",3,2,4,6
"swps    ",4,4,6,7
"ku      ",9,2,3,1
"swps    ",1,4,1,3
"ku      ",6,3,5,3
"swps    ",5,6,7,9
"swps    ",1,1,1,3
"swps    ",5,3,5,6
"swps    ",4,5,3,5
"swps    ",7,7,9,9
"ku      ",7,5,7,8
"swps    ",1,1,1,1
"tamuon  ",7,6,7,5
"tamuon  ",8,6,8,7
"unipd   ",1,1,1,1
"swps    ",6,1,1,1
"swps    ",2,3,3,5
"swps    ",1,2,1,1
"unipd   ",3,3,6,6
"unipd   ",2,1,5,1
"swps    ",5,6,5,6
"ku      ",9,3,7,4
"tamuon  ",4,4,4,1
"ku      ",8,3,4,6
"tamuon  ",6,5,5,5
"charles ",2,3,5,9
"charles ",5,3,5,7
"charles ",5,5,6,6
"charles ",3,4,4,6
"ku      ",9,3,9,6
"unipd   ",2,4,4,3
"charles ",4,6,5,8
"charles ",2,5,1,2
"tamuon  ",2,1,2,2
"tamuon  ",8,5,7,9
"tamuon  ",6,4,5,4
"tamuon  ",1,2,4,6
"unipd   ",5,3,5,3
"tamuon  ",2,1,2,2
"ku      ",5,7,5,7
"jmu     ",5,2,5,2
"unipd   ",2,4,5,6
"charles ",1,4,1,9
"charles ",8,7,9,8
"charles ",4,7,9,9
"charles ",4,3,6,8
"charles ",5,5,4,9
"unipd   ",6,6,9,6
"ku      ",5,6,5,9
"tamuon  ",1,1,1,1
"tamuon  ",2,1,7,1
"tamuon  ",1,1,1,1
"unipd   ",5,5,6,5
"tamuon  ",1,1,1,1
"tamuon  ",4,4,5,2
"tamuon  ",1,1,1,1
"tamuon  ",4,5,9,2
"tamuon  ",3,1,2,1
"tamuon  ",5,5,6,7
"help    ",1,1,1,1
"oxy     ",8,6,8,9
"ku      ",6,2,5,7
"ku      ",5,6,4,5
"oxy     ",7,8,9,9
"oxy     ",6,6,9,9
"ku      ",5,4,7,2
"oxy     ",6,3,6,9
"tamuon  ",1,1,1,1
"ku      ",2,3,9,9
"oxy     ",5,5,6,8
"oxy     ",4,2,6,9
"unipd   ",4,5,3,1
"wpi     ",5,2,5,2
"unipd   ",6,6,8,8
"wpi     ",4,3,5,3
"wpi     ",9,9,9,9
"qccuny2 ",1,1,1,1
"oxy     ",2,3,2,8
"vcu     ",6,4,5,5
"vcu     ",1,1,2,1
"vcu     ",3,1,5,6
"unipd   ",9,4,6,8
"oxy     ",5,4,8,4
"unipd   ",3,2,2,2
"oxy     ",4,3,3,6
"jmu     ",3,2,4,2
"unipd   ",5,2,6,6
"unipd   ",5,5,8,5
"qccuny2 ",5,2,5,4
"vcu     ",4,2,5,6
"oxy     ",5,7,5,3
"oxy     ",3,3,6,5
"unipd   ",7,6,7,8
