"g","and1.3_1","and1.3_2","and1.3_3","and1.3_4","and1.3_5"
"wilfredlaur",4,4,4,4,4
"wilfredlaur",5,6,6,5,6
"wilfredlaur",6,6,6,6,4
"wilfredlaur",5,6,5,6,6
"wilfredlaur",4,5,7,5,4
"wilfredlaur",5,7,6,7,5
"wilfredlaur",6,6,5,5,4
"wilfredlaur",5,7,6,5,3
"wilfredlaur",6,7,7,7,4
"wilfredlaur",4,5,6,5,4
"wilfredlaur",4,5,5,6,4
"wilfredlaur",6,6,6,6,5
"wilfredlaur",6,7,6,7,6
"wilfredlaur",4,2,4,2,1
"wilfredlaur",3,3,4,3,3
"wilfredlaur",4,3,5,2,1
"wilfredlaur",6,6,6,6,6
"wilfredlaur",5,5,5,5,2
"wilfredlaur",5,5,5,4,5
"wilfredlaur",3,5,3,3,3
"wilfredlaur",6,6,6,6,5
"wilfredlaur",6,6,6,6,6
"wilfredlaur",3,5,5,5,5
"wilfredlaur",5,6,6,6,3
"wilfredlaur",5,6,5,4,2
"wilfredlaur",6,6,6,6,5
"wilfredlaur",6,6,5,6,3
"wilfredlaur",7,7,7,7,7
"wilfredlaur",6,6,6,6,5
"wilfredlaur",3,5,3,3,3
"wilfredlaur",4,4,5,4,5
"wilfredlaur",5,6,5,5,5
"wilfredlaur",5,6,5,5,4
"wilfredlaur",5,6,6,5,6
"wilfredlaur",5,6,6,5,5
"wilfredlaur",6,6,6,6,2
"wilfredlaur",5,7,7,6,5
"wilfredlaur",4,5,5,4,2
"wilfredlaur",5,6,6,5,6
"ubctab",6,7,7,6,7
"ubctab",6,7,7,7,6
"ubctab",5,6,7,6,2
"ubc",6,7,7,6,7
"ubc",5,6,6,4,5
"ubc",5,5,5,5,6
"ubctab",2,5,4,3,2
"ubctab",6,7,7,5,6
"ubc",5,5,6,6,4
"ubc",2,4,5,5,2
"ubctab",1,5,2,3,2
"ubctab",5,6,6,6,4
"ubc",7,5,7,7,2
"ubc",2,2,2,2,2
"ubc",6,6,6,6,6
"toronto",2,4,3,5,2
"toronto",6,4,7,4,4
"toronto",2,2,2,2,2
"toronto",6,7,7,7,6
"toronto",7,7,7,7,7
"toronto",2,3,6,2,1
"ubctab",6,7,6,6,6
"toronto",3,6,6,5,2
"toronto",6,6,6,6,7
"ubctab",3,5,2,2,1
"toronto",2,5,2,3,1
"toronto",5,6,5,5,4
"toronto",5,4,6,7,5
"ubctab",5,2,4,3,3
"ubc",4,5,6,5,3
"ubctab",5,6,6,6,6
"ubc",6,7,6,7,5
"ubc",6,5,6,6,6
"ubc",7,7,7,7,7
"ubc",5,5,3,5,1
"ubc",4,4,5,4,3
"toronto",6,5,5,6,3
"toronto",5,6,6,5,7
"ubc",6,7,6,6,6
"ubc",5,5,6,6,5
"ubctab",5,6,6,6,6
"ubc",5,6,4,4,3
"toronto",5,6,7,6,3
"toronto",2,4,2,4,1
"toronto",6,5,3,6,1
"toronto",6,6,5,2,2
"toronto",3,3,2,1,3
"toronto",4,6,5,6,5
"toronto",4,3,5,6,6
"ubc",6,6,6,6,5
"ubc",1,6,2,1,1
"toronto",2,2,4,5,1
"ubctab",5,7,5,6,4
"toronto",3,3,5,6,1
"toronto",6,5,5,6,2
"toronto",3,5,6,6,2
"toronto",7,3,5,7,2
"toronto",3,2,3,5,2
"toronto",5,5,6,6,5
"toronto",6,7,7,5,7
"toronto",4,4,5,6,3
"toronto",2,2,5,2,1
"toronto",3,5,3,3,2
"toronto",5,6,5,5,2
"toronto",6,7,6,6,5
"ubctab",4,4,5,3,4
"toronto",4,7,7,6,1
"toronto",3,3,3,4,1
"toronto",4,3,4,3,2
"toronto",6,7,7,6,4
"ubc",7,7,6,7,6
"ubctab",6,7,6,6,7
"toronto",6,5,6,6,6
"toronto",5,7,6,7,2
"toronto",5,4,6,5,6
"toronto",6,6,6,6,6
"toronto",4,2,4,2,1
"toronto",5,6,6,5,2
"toronto",5,6,6,6,5
"toronto",1,4,5,2,3
"toronto",3,2,4,4,3
"toronto",4,3,5,5,2
"toronto",2,4,3,6,1
"toronto",2,6,2,4,2
"toronto",5,7,6,7,5
"toronto",2,7,2,5,1
"toronto",7,7,7,6,4
"toronto",6,6,5,5,3
"toronto",4,4,5,3,3
"toronto",3,5,4,2,6
"toronto",4,5,4,4,3
"ubctab",5,6,6,5,3
"toronto",7,7,7,5,2
"toronto",1,2,5,3,3
"toronto",5,7,7,3,6
"toronto",3,4,4,3,4
"toronto",5,5,6,2,2
"toronto",5,5,6,6,3
"toronto",3,5,4,3,3
"toronto",6,6,6,6,3
"toronto",6,7,6,6,7
"toronto",4,5,4,4,4
"toronto",1,4,2,3,1
"toronto",3,6,5,4,2
"toronto",7,7,7,7,6
"toronto",6,5,5,6,6
"toronto",6,6,6,7,6
"toronto",5,6,5,3,3
"toronto",5,6,1,2,2
"toronto",5,5,6,6,6
"toronto",5,7,6,6,6
"toronto",2,3,4,2,2
"toronto",3,2,2,5,2
"toronto",6,6,6,7,5
"toronto",4,4,4,5,3
"toronto",4,6,6,5,3
"toronto",5,4,4,4,2
"toronto",6,6,6,6,6
"toronto",6,6,6,7,5
"toronto",3,6,1,2,3
"toronto",3,5,6,6,4
"ubc",5,6,5,6,5
"ubc",5,6,5,5,3
"ubc",5,7,6,6,6
"ubc",5,6,6,5,5
"toronto",2,4,2,3,3
"toronto",4,5,5,5,3
"toronto",5,3,4,2,1
"toronto",6,5,6,6,5
"ubctab",3,5,6,5,3
"ubc",4,5,2,5,3
"toronto",2,6,2,2,1
"toronto",4,6,4,4,4
"toronto",5,6,6,5,5
"toronto",6,6,6,1,6
"toronto",6,6,7,5,6
"ubc",4,6,5,4,5
"toronto",5,5,5,6,5
"toronto",4,5,4,2,2
"toronto",5,6,7,6,5
"ubctab",5,6,5,3,5
"ubctab",6,7,7,7,7
"toronto",7,5,6,7,4
"toronto",5,5,6,5,2
"toronto",4,6,3,2,2
"toronto",2,4,2,2,2
"toronto",2,3,2,1,1
"toronto",7,7,7,6,5
"toronto",2,3,2,3,5
"toronto",6,6,6,6,2
"toronto",5,7,4,7,3
"toronto",4,6,4,6,3
"toronto",5,6,6,6,5
"toronto",2,3,4,6,6
"toronto",3,4,6,3,4
"toronto",7,7,7,7,7
"toronto",7,7,7,7,7
"toronto",5,7,6,7,5
"toronto",3,3,7,3,6
"toronto",2,2,3,1,1
"toronto",4,5,5,4,3
"ubctab",3,5,5,6,3
"toronto",5,6,5,6,6
"toronto",4,6,6,6,4
"toronto",1,5,2,1,2
"ubc",5,5,6,6,5
"toronto",4,5,4,6,3
"ubctab",5,5,5,6,2
"toronto",2,4,3,2,1
"toronto",3,5,6,6,4
"toronto",5,6,6,6,2
"toronto",5,6,6,7,5
"toronto",3,6,4,5,1
"toronto",2,7,5,5,2
"toronto",7,7,6,5,3
"toronto",5,4,5,3,4
"toronto",4,6,6,6,1
"toronto",6,6,5,7,5
"ubc",5,6,6,6,7
"ubc",2,6,6,7,7
"toronto",6,7,6,6,6
"toronto",6,6,5,7,2
"ubc",4,5,3,2,3
"toronto",5,6,7,6,6
"toronto",4,4,2,5,5
"ubc",5,5,6,4,3
"toronto",5,5,5,5,3
"toronto",5,4,5,4,4
"toronto",6,6,6,3,2
"toronto",3,7,3,3,7
"toronto",5,3,4,5,4
"toronto",5,6,6,5,6
"toronto",1,5,5,1,1
"toronto",5,6,5,6,3
"toronto",5,5,4,6,4
"toronto",2,5,2,6,3
"toronto",4,6,4,3,3
"toronto",5,7,6,5,4
"ubctab",5,5,5,5,5
"ubctab",7,7,7,7,6
"ubc",3,7,5,2,1
"ubc",5,5,6,6,2
"ubc",4,4,4,4,4
"toronto",5,6,6,6,3
"toronto",5,7,4,5,3
"toronto",5,6,5,5,1
"toronto",5,5,5,5,6
"ubc",5,6,6,5,5
"ubc",3,6,6,5,3
"ubctab",2,6,6,2,4
"toronto",5,6,6,5,4
"toronto",5,6,6,5,3
"ubc",2,5,2,3,2
"ubctab",5,6,5,6,6
"ubctab",3,6,6,5,3
"ubc",6,6,6,5,7
"toronto",5,4,5,2,2
"toronto",3,5,5,3,1
"toronto",4,4,4,5,1
"ubc",6,6,7,7,1
"ubc",6,5,6,5,6
"ubc",2,4,3,3,5
"toronto",2,5,2,4,4
"toronto",7,6,7,7,6
"toronto",5,6,6,5,1
"toronto",2,3,6,6,2
"toronto",5,5,5,5,3
"ubc",4,5,6,6,2
"ubctab",4,3,4,3,4
"ubc",7,7,7,7,7
"ubctab",5,4,5,5,5
"ubc",4,4,5,6,3
"ouhktab",5,6,6,5,5
"ouhktab",3,3,4,5,3
"ouhktab",4,6,5,4,3
"ouhktab",4,5,5,4,3
"ouhktab",5,4,5,3,2
"ouhktab",5,5,4,4,3
"ouhktab",6,6,6,6,6
"ouhktab",2,5,3,3,3
"ouhktab",2,3,2,2,2
"ouhktab",3,4,4,5,2
"ouhktab",7,7,7,7,5
"ouhktab",5,5,6,4,4
"ouhktab",2,2,1,3,6
"ouhktab",6,5,6,4,3
"hkust",5,5,5,5,3
"hkust",1,1,1,1,1
"hkust",2,1,3,2,2
"hkust",5,4,4,2,1
"hkust",5,5,5,4,3
"hkust",2,3,3,2,2
"hkust",3,4,3,5,3
"hkust",4,6,5,3,2
"hkust",3,4,5,6,2
"hkust",4,3,4,5,2
"hkust",2,3,5,3,1
"hkust",2,6,2,2,1
"hkust",5,4,5,3,3
"hkust",4,5,5,5,2
"hkust",4,4,4,3,3
"hkust",1,4,4,1,1
"hkust",2,4,2,2,2
"hkust",3,3,4,2,4
"hkust",5,6,6,5,4
"hkust",5,6,6,6,6
"hkust",2,5,6,1,1
"hkust",5,3,6,6,4
"hkust",3,3,3,3,3
"hkust",4,5,5,5,3
"hkust",3,5,5,3,5
"hkust",6,6,6,6,6
"hkust",2,1,3,2,1
"hkust",5,6,6,6,7
"hkust",3,4,4,5,4
"hkust",2,5,6,3,1
"hkust",4,4,4,3,3
"hkust",3,4,4,5,2
"hkust",6,6,6,6,7
"hkust",5,5,6,5,3
"hkust",6,6,6,6,5
"hkust",6,6,6,3,3
"hkust",5,5,5,3,2
"hkust",2,2,2,2,2
"hkust",1,5,2,2,2
"hkust",5,5,5,5,4
"hkust",2,2,2,3,3
"hkust",1,3,3,2,1
"hkust",6,6,6,5,3
"hkust",2,3,3,1,1
"hkust",3,4,4,2,3
"hkust",7,2,2,3,4
"hkust",3,4,3,4,3
"hkust",5,3,3,6,3
"hkust",2,2,5,2,1
"hkusttab",6,6,6,6,6
"hkusttab",3,4,3,2,3
"hkusttab",2,3,2,3,3
"hkusttab",2,2,2,2,2
"hkusttab",2,6,6,2,2
"hkusttab",3,6,5,3,2
"hkusttab",5,4,5,4,4
"hkusttab",2,1,2,2,1
"hkusttab",3,4,4,2,5
"hkusttab",4,4,5,5,2
"hkusttab",5,6,6,4,5
"hkusttab",6,5,6,6,5
"hkusttab",4,4,4,4,3
"hkusttab",5,6,6,4,3
"hkusttab",6,6,6,2,5
"hkusttab",2,2,2,2,2
"castab",6,4,5,5,5
"castab",5,6,6,5,6
"cas",3,3,3,3,1
"cas",3,3,6,2,2
"cas",3,4,5,3,2
"castab",4,4,5,4,3
"cas",1,6,4,3,2
"castab",5,4,6,5,4
"castab",1,1,1,1,1
"castab",5,5,5,5,4
"cas",5,2,6,5,3
"castab",3,2,3,3,3
"castab",2,2,5,3,3
"castab",2,3,3,2,2
"cas",3,3,4,5,2
"castab",4,2,3,2,1
"cas",2,2,3,2,2
"cas",2,2,2,2,2
"castab",4,5,5,3,6
"cas",2,2,2,1,1
"cas",4,2,4,3,3
"cas",5,2,4,5,1
"cas",3,2,4,3,2
"castab",2,2,3,2,2
"castab",6,4,5,6,2
"castab",2,2,2,2,2
"cas",5,6,6,4,5
"cas",3,3,4,4,2
"castab",3,4,2,6,7
"castab",4,4,6,4,2
"castab",1,1,2,1,2
"castab",5,4,6,5,3
"cas",2,2,2,3,2
"castab",3,3,4,1,1
"castab",2,2,3,1,1
"castab",2,1,4,2,1
"cas",5,5,6,5,5
"castab",6,5,6,2,6
"cas",3,2,4,3,2
"castab",5,4,5,5,3
"castab",3,4,5,3,3
"castab",4,4,3,3,3
"cas",2,1,2,6,2
"cas",2,2,2,2,4
"cas",2,2,2,2,2
"cas",5,3,6,3,2
"castab",4,4,5,5,3
"cas",2,2,3,4,2
"castab",2,4,2,1,1
"cas",2,3,3,5,2
"castab",3,3,5,3,3
"castab",3,2,4,1,5
"cas",3,4,3,4,3
"cas",3,2,3,5,2
"castab",1,3,1,3,1
"cas",5,4,6,6,6
"cas",2,1,2,3,1
"castab",2,4,3,5,2
"cas",6,6,6,7,7
"castab",2,3,3,2,3
"castab",4,5,5,5,2
"cas",5,4,6,6,2
"castab",5,6,7,7,6
"castab",3,3,5,4,2
"castab",5,2,5,6,6
"cas",3,3,6,3,2
"cas",4,2,6,3,2
"castab",3,5,3,4,2
"cas",5,4,5,4,3
"zhejiang",5,3,5,5,6
"zhejiang",5,5,5,1,2
"zhejiang",5,4,5,6,2
"zhejiang",1,2,1,1,1
"zhejiang",1,5,1,1,4
"zhejiang",4,5,5,6,2
"zhejiang",3,6,6,5,6
"zhejiang",5,5,6,5,6
"zhejiang",3,4,5,5,3
"zhejiang",5,4,5,5,6
"zhejiang",5,2,6,1,6
"zhejiang",2,2,3,2,2
"zhejiang",5,7,3,6,4
"zhejiang",3,3,4,2,2
"zhejiang",4,5,4,3,2
"zhejiang",1,1,2,1,1
"zhejiang",2,2,3,2,3
"zhejiang",3,4,6,5,3
"zhejiang",7,7,7,7,7
"zhejiang",3,4,2,3,4
"zhejiang",2,3,4,2,5
"zhejiang",2,4,4,3,3
"zhejiang",2,2,2,4,6
"zhejiang",4,3,5,2,5
"zhejiang",3,3,4,3,3
"zhejiang",3,5,6,6,3
"zhejiang",5,3,5,3,7
"zhejiang",5,3,4,5,6
"zhejiang",6,4,5,5,4
"zhejiang",6,5,7,7,3
"zhejiang",3,4,3,2,2
"zhejiang",3,4,3,3,3
"zhejiang",2,2,5,2,2
"zhejiang",3,1,3,3,2
"zhejiang",4,4,5,4,3
"zhejiang",3,4,4,4,1
"zhejiang",1,1,3,1,1
"hunancomp",4,2,6,6,4
"hunancomp",6,6,7,7,6
"zhejiang",5,3,5,3,4
"hunancomp",2,2,4,3,2
"hunancomp",2,2,4,3,3
"hunancomp",5,3,6,6,1
"hunancomp",2,2,4,3,3
"hunancomp",6,5,6,5,3
"hunancomp",4,3,4,2,4
"hunancomp",3,5,6,5,3
"hunancomp",4,3,4,3,3
"hunancomp",4,6,7,6,1
"hunancomp",4,4,6,4,3
"hunancomp",4,5,3,3,3
"hunancomp",2,2,2,1,2
"hunancomp",4,4,6,5,4
"hunancomp",3,4,3,4,1
"hunancomp",6,6,6,6,4
"hunancomp",5,4,4,3,2
"hunancomp",5,5,5,4,6
"hunancomp",3,4,5,2,2
"hunancomp",3,4,5,5,2
"hunancomp",3,2,4,4,3
"hunancomp",1,3,2,5,2
"hunancomp",3,2,4,3,1
"hunancomp",3,5,5,3,3
"hunancomp",5,4,5,3,4
"hunancomp",3,1,2,5,2
"hunancomp",2,3,3,2,2
"hunancomp",3,2,2,2,3
"hunancomp",6,5,6,7,7
"hunancomp",6,6,6,6,6
"hunancomp",3,4,4,4,4
"hunancomp",4,2,5,3,6
"hunancomp",4,3,3,4,2
"hunancomp",4,6,7,4,6
"hunancomp",4,3,5,3,2
"hunancomp",3,4,4,3,3
"hunancomp",3,3,3,4,3
"hunancomp",4,2,6,2,2
"hunancomp",4,4,4,4,3
"hunancomp",3,4,2,2,3
"hunancomp",2,3,4,1,3
"hunancomp",5,5,5,3,6
"hunancomp",5,5,4,2,5
"hunancomp",2,2,1,3,5
"hunancomp",3,3,3,4,3
"hunancomp",5,2,6,5,4
"hunancomp",3,3,5,3,4
"hunancomp",2,1,3,3,4
"hunancomp",3,2,5,4,3
"hunancomp",5,7,5,2,1
"hunancomp",2,2,2,2,2
"hunancomp",2,4,2,2,2
"hunancomp",2,1,3,4,2
"hunancomp",3,3,4,2,2
"hunancomp",2,2,4,2,1
"hunancomp",5,4,6,3,6
"hunancomp",2,4,5,6,6
"hunancomp",4,2,4,4,5
"hunancomp",4,4,5,6,4
"hunancomp",2,2,5,2,4
"hunancomp",1,1,1,2,5
"hunancomp",2,2,2,3,3
"hunancomp",3,3,2,4,2
"hunancomp",3,4,5,3,3
"hunancomp",2,3,6,6,3
"hunancomp",3,2,3,1,5
"hunancomp",2,3,4,1,1
"henan",1,4,2,4,1
"henan",1,4,5,6,7
"henan",4,3,5,3,6
"henan",6,4,6,6,3
"henan",1,2,3,2,4
"henan",1,1,1,1,1
"henan",2,3,3,2,2
"henan",4,6,5,2,4
"henan",3,6,6,2,3
"henan",4,2,2,1,1
"purkyne",4,6,5,6,4
"purkyne",2,2,5,2,5
"purkyne",5,6,6,4,5
"purkyne",7,6,7,6,6
"purkyne",4,4,4,5,2
"purkyne",3,7,6,3,3
"purkyne",5,6,5,6,6
"purkyne",6,5,6,5,4
"purkyne",3,3,5,6,5
"purkyne",4,4,4,3,1
"purkyne",5,3,4,5,3
"purkyne",5,5,6,4,6
"purkyne",5,7,6,6,5
"purkyne",6,6,7,7,7
"purkyne",5,4,5,5,3
"purkyne",2,4,4,4,2
"purkyne",6,5,6,6,4
"purkyne",3,6,5,3,3
"purkyne",6,6,6,6,5
"purkyne",3,6,6,4,4
"purkyne",5,6,3,2,2
"purkyne",3,4,6,4,2
"purkyne",5,6,7,6,7
"purkyne",5,5,6,6,5
"purkyne",5,5,6,4,2
"purkyne",4,3,3,4,2
"purkyne",4,4,5,4,3
"purkyne",3,5,5,4,2
"purkyne",6,7,6,3,3
"purkyne",4,5,5,3,2
"purkyne",3,4,4,2,2
"purkyne",6,7,7,5,4
"purkyne",7,7,6,6,6
"purkyne",5,7,7,4,4
"purkyne",6,7,5,7,6
"purkyne",3,4,6,2,3
"purkyne",5,6,6,6,5
"purkyne",5,6,5,5,1
"purkyne",3,3,6,4,7
"purkyne",6,6,5,7,5
"purkyne",4,6,5,5,1
"purkyne",4,4,6,5,7
"purkyne",5,5,5,6,4
"purkyne",4,6,6,6,3
"purkyne",4,4,4,5,1
"purkyne",5,7,5,6,6
"purkyne",4,3,5,5,3
"purkyne",4,4,6,4,2
"purkyne",4,5,5,5,2
"purkyne",4,4,5,4,4
"purkyne",3,5,4,3,2
"purkyne",1,2,1,3,3
"purkyne",5,4,6,5,3
"purkyne",3,3,5,5,5
"purkyne",6,5,6,7,3
"purkyne",5,6,7,4,7
"purkyne",3,6,4,5,2
"purkyne",3,4,6,5,2
"purkyne",4,6,6,5,7
"leuven",6,6,6,6,3
"leuven",6,6,6,5,5
"leuven",5,6,6,6,5
"leuven",3,4,3,2,1
"leuven",5,6,5,6,4
"leuven",6,6,7,5,6
"leuven",6,6,7,6,6
"leuven",6,6,6,5,5
"leuven",5,6,6,7,5
"leuven",5,2,4,5,2
"leuven",5,6,6,7,5
"leuven",4,3,6,5,5
"leuven",5,6,5,5,2
"leuven",5,6,6,6,4
"leuven",6,6,7,7,6
"leuven",4,4,5,5,4
"leuven",4,4,5,3,4
"leuven",5,5,5,6,5
"leuven",6,6,6,6,5
"leuven",1,3,5,5,1
"leuven",3,5,6,5,5
"leuven",5,6,6,5,6
"leuven",5,6,6,3,4
"leuven",2,3,3,2,1
"leuven",5,6,5,4,4
"leuven",5,5,6,3,4
"leuven",3,5,6,5,3
"leuven",5,5,6,7,7
"leuven",4,7,7,1,7
"leuven",7,7,7,6,5
"leuven",6,7,6,6,5
"leuven",6,5,7,6,5
"leuven",4,6,5,6,5
"leuven",4,5,5,5,5
"leuven",5,5,6,5,5
"leuven",5,4,5,6,3
"leuven",3,5,6,5,3
"leuven",5,6,6,5,7
"leuven",6,6,7,7,5
"leuven",6,6,6,6,6
"leuven",5,7,6,3,2
"leuven",4,7,7,6,7
"leuven",2,4,2,2,4
"leuven",2,2,2,4,1
"leuven",4,6,5,5,2
"leuven",5,6,5,4,5
"leuven",6,6,7,5,6
"leuven",5,2,6,5,2
"leuven",2,2,3,2,2
"leuven",4,4,5,4,5
"leuven",5,7,6,6,5
"leuven",6,2,6,6,3
"leuven",1,5,3,1,2
"vuamsterdam",6,5,7,6,5
"vuamsterdam",5,5,6,4,4
"vuamsterdam",5,4,5,3,5
"vuamsterdam",4,6,4,3,2
"vuamsterdam",6,6,6,6,5
"vuamsterdam",6,5,5,1,2
"vuamsterdam",7,6,7,6,6
"vuamsterdam",5,4,5,4,2
"vuamsterdam",5,6,6,5,6
"vuamsterdam",5,5,6,6,5
"vuamsterdam",4,5,5,4,4
"vuamsterdam",3,7,4,6,7
"vuamsterdam",5,6,6,5,3
"vuamsterdam",5,4,5,6,5
"vuamsterdam",5,5,6,5,5
"vuamsterdam",7,6,6,6,5
"vuamsterdam",7,7,7,6,6
"vuamsterdam",3,2,4,3,2
"vuamsterdam",6,6,6,3,3
"vuamsterdam",6,7,7,6,6
"vuamsterdam",4,6,6,4,2
"vuamsterdam",5,5,6,7,5
"vuamsterdam",5,5,6,6,3
"vuamsterdam",7,5,5,4,4
"vuamsterdam",2,4,2,2,1
"vuamsterdam",5,5,6,5,6
"vuamsterdam",6,5,5,5,3
"vuamsterdam",2,3,6,2,3
"vuamsterdam",4,3,6,3,3
"vuamsterdam",6,5,7,5,6
"vuamsterdam",7,7,7,6,4
"vuamsterdam",7,7,7,7,6
"vuamsterdam",5,5,5,2,3
"vuamsterdam",6,7,7,7,7
"vuamsterdam",6,5,6,6,3
"vuamsterdam",3,5,6,4,5
"vuamsterdam",4,5,5,5,2
"vuamsterdam",5,4,6,3,3
"vuamsterdam",5,5,6,3,2
"vuamsterdam",5,5,5,5,3
"vuamsterdam",3,4,4,5,3
"vuamsterdam",5,5,6,5,4
"vuamsterdam",3,2,5,5,1
"vuamsterdam",6,4,5,6,4
"vuamsterdam",4,6,6,5,3
"vuamsterdam",7,6,7,5,7
"vuamsterdam",5,6,6,5,3
"vuamsterdam",2,3,6,2,2
"vuamsterdam",4,6,6,5,3
"vuamsterdam",5,3,4,3,3
"vuamsterdam",3,5,5,3,3
"vuamsterdam",6,6,6,7,3
"vuamsterdam",5,5,6,5,4
"vuamsterdam",3,6,6,6,1
"vuamsterdam",6,6,6,6,5
"eindhoven",5,6,6,6,6
"tilburg",5,6,7,6,5
"eindhoven",4,7,7,2,6
"eindhoven",4,7,6,6,4
"tilburg",2,2,5,2,3
"eindhoven",7,7,7,7,5
"eindhoven",7,7,6,5,6
"eindhoven",6,7,7,5,6
"eindhoven",6,5,5,5,4
"tilburg",6,6,6,6,5
"eindhoven",5,5,6,3,2
"eindhoven",3,6,4,4,1
"tilburg",6,6,6,6,4
"tilburg",3,4,5,3,3
"tilburg",5,5,6,4,3
"tilburg",4,6,6,4,3
"tilburg",6,7,6,6,3
"tilburg",6,6,6,5,3
"tilburg",5,5,6,5,5
"tilburg",5,7,6,5,1
"tilburg",6,6,6,7,6
"tilburg",4,3,6,3,5
"tilburg",5,5,5,5,5
"tilburg",6,6,6,6,6
"tilburg",3,4,4,5,3
"tilburg",3,4,4,2,6
"tilburg",5,5,6,6,4
"tilburg",3,4,6,4,4
"tilburg",5,6,5,5,6
"eindhoven",6,6,7,6,6
"tilburg",5,5,6,2,3
"tilburg",3,5,6,4,3
"tilburg",7,6,7,6,7
"tilburg",5,5,5,4,3
"tilburg",3,4,5,2,4
"tilburg",1,2,3,2,1
"tilburg",3,2,3,3,2
"tilburgcaf",6,7,6,5,4
"tilburgcaf",4,5,5,6,3
"tilburgcaf",6,6,6,6,6
"tilburg",6,4,6,3,2
"tilburg",5,6,6,5,5
"tilburg",7,7,7,7,6
"tilburg",5,6,6,4,5
"tilburg",5,6,6,6,5
"tilburg",6,6,6,6,5
"eindhoven",6,5,6,6,6
"eindhoven",6,6,6,6,5
"tilburg",5,6,5,6,5
"tilburgcaf",6,6,7,7,7
"tilburg",1,1,2,3,1
"tilburgcaf",6,6,6,7,6
"tilburg",7,6,6,4,6
"tilburgcaf",7,7,7,7,5
"tilburgcaf",6,6,6,6,6
"tilburg",3,4,6,5,4
"tilburg",5,6,6,5,3
"tilburg",6,5,6,5,6
"tilburg",6,3,6,5,5
"tilburg",4,4,5,2,5
"tilburg",6,6,7,7,7
"tilburgcaf",6,7,7,6,5
"tilburgcaf",2,4,6,1,2
"tilburgcaf",3,5,6,2,2
"tilburgcaf",5,6,6,5,6
"tilburg",6,6,7,7,6
"tilburgcaf",6,6,6,7,3
"tilburgcaf",7,6,7,6,6
"eindhoven",5,6,6,3,7
"tilburgcaf",6,6,6,6,3
"eindhoven",5,6,3,2,2
"eindhoven",5,6,6,3,6
"eindhoven",5,6,6,5,6
"tilburgcaf",3,4,3,4,3
"eindhoven",6,6,6,6,7
"eindhoven",2,4,5,2,3
"eindhoven",3,5,5,4,2
"tilburgcaf",6,6,6,5,3
"tilburgcaf",5,6,7,2,6
"tilburg",6,6,7,6,5
"tilburg",5,5,6,6,5
"tilburg",5,5,5,3,3
"tilburg",6,7,7,5,5
"tilburg",5,5,6,5,3
"tilburg",5,5,6,6,3
"tilburg",4,5,5,5,2
"tilburg",6,5,6,4,6
"tilburg",5,6,6,6,6
"tilburg",2,5,5,5,1
"tilburg",7,6,7,7,6
"tilburgcaf",4,4,6,4,2
"eindhoven",6,6,7,7,6
"eindhoventab",5,6,6,5,3
"eindhoven",2,5,6,6,3
"eindhoven",5,3,5,3,3
"eindhoven",5,6,6,6,3
"eindhoven",7,7,7,7,6
"eindhoven",3,3,2,2,1
"eindhoven",5,5,6,5,2
"eindhoven",4,5,5,3,4
"eindhoven",6,7,6,6,4
"eindhoven",6,7,6,6,6
"eindhoven",5,6,6,4,5
"eindhoven",5,6,6,5,4
"eindhoven",3,5,6,6,3
"eindhoven",5,5,6,5,5
"eindhoven",5,5,6,4,3
"eindhoventab",5,7,5,6,6
"eindhoven",6,6,6,7,5
"tilburgcaf",5,6,6,5,6
"tilburgcaf",6,6,6,6,6
"tilburgcaf",6,6,6,6,5
"tilburgcaf",5,6,6,6,6
"tilburgcaf",5,6,6,5,3
"tilburgcaf",5,5,6,5,3
"tilburgcaf",5,6,7,2,3
"eindhoven",5,7,6,6,3
"eindhoven",7,6,7,7,7
"eindhoven",6,6,6,6,5
"eindhoven",6,7,5,5,1
"eindhoventab",5,5,6,6,5
"eindhoven",5,6,6,5,3
"tilburgcaf",5,5,5,5,2
"tilburgcaf",6,7,6,6,5
"tilburgcaf",5,5,5,2,3
"tilburgcaf",6,7,7,6,7
"tilburgcaf",6,7,6,6,4
"eindhoventab",5,6,5,4,4
"eindhoventab",5,5,6,6,6
"eindhoven",6,7,7,6,6
"eindhoven",5,7,7,6,6
"eindhoven",6,7,6,6,6
"eindhoven",5,4,6,6,2
"eindhoven",5,6,6,6,6
"eindhoven",2,1,1,1,2
"eindhoventab",5,6,6,6,6
"eindhoven",3,6,6,6,2
"tilburgcaf",5,5,6,5,6
"tilburgcaf",5,6,5,2,2
"tilburgcaf",6,6,6,6,5
"tilburgcaf",6,6,6,6,5
"tilburgcaf",3,6,5,3,5
"tilburgcaf",7,7,7,6,6
"tilburgcaf",5,6,6,6,5
"tilburgcaf",5,7,6,5,7
"tilburgcomm",5,6,6,5,5
"tilburgcomm",7,7,7,7,6
"tilburgcomm",5,5,7,6,3
"tilburgcomm",4,3,4,6,5
"tilburgcomm",6,6,6,5,5
"tilburgcomm",6,6,6,4,5
"tilburgcomm",4,4,5,4,3
"tilburgcomm",6,6,6,5,6
"tilburgcomm",6,6,6,3,5
"tilburgcomm",5,4,6,6,6
"tilburgcomm",6,6,7,6,5
"tilburgcomm",2,4,4,2,3
"tilburgcomm",5,5,6,4,3
"tilburgcomm",5,5,7,7,6
