"g","sysjust1","sysjust2","sysjust3","sysjust4","sysjust5","sysjust6","sysjust7","sysjust8"
"brasilia",3,2,6,3,2,1,7,2
"pi      ",3,1,2,7,4,3,1,3
"mturk   ",5,5,6,5,5,3,5,3
"tamu    ",2,2,1,7,7,3,1,3
"tamu    ",3,3,3,6,5,6,5,4
"pi      ",2,3,3,5,5,1,6,2
"tamu    ",6,4,7,7,6,5,4,4
"tamu    ",6,3,6,1,3,7,6,7
"tamu    ",5,6,5,5,4,5,4,3
"tamu    ",1,1,2,7,2,7,1,1
"pi      ",3,1,2,7,3,3,3,3
"jmu     ",5,2,3,6,4,6,1,4
"mturk   ",3,3,6,3,3,2,5,2
"pi      ",3,3,4,5,3,5,5,5
"pi      ",4,4,4,6,6,5,3,5
"mturk   ",5,2,3,5,3,3,3,3
"mturk   ",2,2,4,4,5,3,3,5
"mturk   ",2,1,3,1,3,1,2,1
"mturk   ",4,5,4,7,6,NA,4,5
"mturk   ",4,6,6,7,5,2,4,4
"pi      ",6,2,3,5,5,1,3,4
"mturk   ",4,2,2,5,2,7,2,4
"pi      ",3,1,3,3,3,1,5,1
"tamu    ",3,5,1,3,3,4,2,4
"tamu    ",5,5,5,6,6,2,4,5
"tamu    ",4,3,1,5,5,7,2,4
"mturk   ",3,1,1,4,3,1,4,1
"tamu    ",5,3,5,7,6,3,5,4
"tamu    ",3,3,3,5,5,3,3,1
"tamu    ",6,3,5,4,3,6,4,5
"mturk   ",2,2,4,5,4,2,4,3
"mturk   ",4,3,6,5,4,3,6,4
"ufl     ",3,3,3,5,5,3,3,2
"ufl     ",4,3,4,3,4,4,4,4
"ufl     ",3,3,5,7,5,5,3,3
"mturk   ",3,2,3,7,1,1,1,3
"ufl     ",3,3,5,6,5,4,5,3
"mturk   ",5,5,4,7,5,4,5,5
"pi      ",5,5,5,4,6,3,6,3
"mturk   ",3,2,3,5,4,1,4,3
"jmu     ",2,3,6,6,2,1,4,4
"mturk   ",1,1,1,1,1,1,1,1
"mturk   ",1,2,3,4,4,7,6,5
"mturk   ",5,5,5,6,5,2,5,2
"pi      ",3,5,6,7,5,6,6,5
"jmu     ",3,4,5,5,4,6,5,2
"tamu    ",3,5,3,5,3,3,4,3
"mturk   ",5,3,5,5,6,3,5,3
"tamu    ",2,2,1,5,2,2,2,2
"mturk   ",2,3,2,7,2,1,1,4
"mturk   ",4,3,3,6,6,5,4,5
"pi      ",3,3,6,6,5,1,3,3
"wl      ",2,2,3,6,3,3,4,3
"wl      ",6,5,6,5,6,6,6,4
"mturk   ",5,4,4,5,6,2,3,2
"wl      ",4,3,6,4,2,3,4,5
"wl      ",2,2,3,3,4,1,5,1
"mturk   ",6,4,6,6,4,6,6,6
"wl      ",4,5,5,4,4,2,3,3
"mturk   ",5,5,6,7,6,5,5,6
"wl      ",5,3,6,6,5,3,3,5
"wl      ",5,3,3,3,3,3,4,3
"wl      ",2,3,4,7,5,2,4,5
"wl      ",4,3,5,6,5,2,4,3
"mturk   ",4,3,3,5,5,1,4,2
"wl      ",5,6,6,7,6,5,5,5
"wl      ",3,4,7,6,5,1,6,2
"wl      ",5,6,5,6,5,3,3,2
"mturk   ",4,3,5,5,3,5,5,4
"wl      ",3,3,6,5,2,3,4,1
"wl      ",5,5,4,2,6,2,7,3
"ufl     ",4,3,4,4,4,3,3,2
"mturk   ",3,3,1,6,4,2,2,3
"mturk   ",2,3,3,2,4,1,3,1
"mturk   ",5,5,5,6,6,5,5,5
"pi      ",3,4,4,5,4,4,5,4
"tamu    ",5,5,3,7,5,7,1,1
"tamu    ",3,3,4,4,5,3,3,3
"tamu    ",3,2,4,6,5,5,1,5
"tamu    ",3,5,6,6,5,5,6,1
"tamu    ",3,1,2,3,2,4,1,1
"tamu    ",4,3,4,4,4,6,2,4
"mturk   ",5,3,3,3,3,2,4,2
"mturk   ",7,7,7,7,7,7,7,1
"jmu     ",4,3,3,4,3,3,2,3
"mturk   ",3,3,2,5,3,3,3,3
"jmu     ",5,3,4,6,5,4,4,3
"mturk   ",3,1,2,3,4,3,2,3
"jmu     ",3,4,4,6,5,4,4,3
"pi      ",5,3,4,5,5,3,4,3
"pi      ",5,5,6,2,3,2,2,5
"mturk   ",1,3,2,5,4,2,2,5
"mturk   ",2,2,2,6,2,6,2,6
"mturk   ",4,1,3,4,2,4,1,4
"pi      ",4,6,4,5,5,7,7,5
"pi      ",2,3,3,4,2,1,4,1
"pi      ",3,2,3,3,4,3,4,3
"pi      ",1,4,1,4,7,7,7,1
"jmu     ",4,3,3,6,3,1,5,3
"pi      ",5,3,5,6,5,6,3,5
"pi      ",2,2,2,4,3,1,4,1
"pi      ",3,5,6,6,6,5,5,4
"pi      ",4,5,2,4,3,4,4,4
"pi      ",6,4,3,3,4,2,3,2
"pi      ",5,3,4,7,5,5,1,3
"pi      ",3,2,7,3,3,6,3,5
"jmu     ",5,2,3,7,2,3,4,6
"pi      ",3,3,5,4,4,4,2,4
"jmu     ",5,2,7,7,5,2,4,4
"pi      ",4,3,1,7,5,5,5,4
"jmu     ",3,3,3,5,4,3,3,2
"pi      ",3,2,6,4,3,1,5,2
"pi      ",1,1,1,7,1,1,1,1
"pi      ",5,5,6,7,4,5,4,3
"jmu     ",1,2,4,7,4,2,5,6
"pi      ",1,3,5,7,4,2,6,2
"pi      ",2,1,1,5,3,1,5,2
"pi      ",3,1,3,3,3,2,3,3
"ufl     ",4,3,4,5,5,4,5,3
"ufl     ",5,3,3,5,4,5,4,5
"tamu    ",3,1,3,7,6,7,2,6
"pi      ",4,3,3,5,4,6,3,3
"tamu    ",3,3,4,3,4,1,6,6
"pi      ",2,3,5,5,5,7,3,2
"tamu    ",5,3,5,6,4,6,5,2
"tamu    ",3,3,2,1,4,5,3,5
"pi      ",3,4,4,6,6,5,5,5
"tamu    ",5,3,4,3,5,1,3,4
"tamu    ",2,3,3,4,5,3,2,5
"pi      ",3,2,2,6,3,1,2,2
"jmu     ",4,3,4,7,3,4,3,4
"pi      ",1,3,3,3,1,3,4,2
"pi      ",5,5,3,4,5,3,5,3
"ufl     ",4,4,5,5,4,3,5,2
"tamu    ",3,2,1,7,5,6,1,5
"tamu    ",4,4,5,4,5,4,5,3
"pi      ",5,1,5,7,5,4,1,5
"tamu    ",3,5,4,6,5,2,4,5
"tamu    ",6,7,4,4,5,7,4,6
"tamu    ",4,6,4,3,3,3,5,4
"tamu    ",4,5,2,4,4,7,4,3
"mturk   ",4,3,3,5,5,6,3,1
"mturk   ",2,1,1,2,2,3,2,3
"pi      ",3,3,4,5,6,3,4,3
"mturk   ",4,5,3,4,5,3,4,5
"mturk   ",2,1,2,7,1,7,1,5
"mturk   ",3,2,4,3,3,2,4,2
"mturk   ",5,5,5,7,4,5,4,5
"mturk   ",5,6,6,7,7,5,4,4
"mturk   ",5,5,5,5,5,3,5,5
"mturk   ",3,2,2,1,4,2,4,1
"mturk   ",2,NA,2,5,5,1,5,1
"mturk   ",6,1,1,4,4,7,1,3
"mturk   ",3,2,2,2,3,2,4,3
"mturk   ",2,3,4,5,3,2,4,2
"mturk   ",3,2,1,6,2,5,2,4
"mturk   ",6,4,3,7,5,3,4,3
"mturk   ",3,1,4,7,4,1,1,1
"tamu    ",4,2,2,5,2,4,2,3
"mturk   ",1,1,4,1,7,1,1,1
"tamu    ",4,5,4,7,6,5,3,3
"tamu    ",6,4,5,7,6,6,2,6
"tamu    ",3,3,3,5,4,2,3,4
"tamu    ",5,2,5,7,4,3,7,4
"pi      ",5,2,7,7,6,3,5,5
"mturk   ",6,5,5,6,6,6,6,5
"pi      ",4,5,7,3,5,2,7,3
"tamu    ",5,3,2,7,5,2,1,5
"mturk   ",1,2,1,4,1,1,1,1
"mturk   ",3,3,3,4,3,3,4,3
"mturk   ",2,1,4,4,2,2,5,2
"mturk   ",3,5,5,4,5,3,4,3
"pi      ",2,1,3,6,3,1,4,1
"mturk   ",4,2,3,2,4,3,4,3
"pi      ",2,2,2,2,2,4,3,3
"tamu    ",2,2,3,7,5,3,3,2
"tamu    ",4,4,6,7,4,5,2,2
"tamu    ",3,2,5,6,5,5,1,3
"ufl     ",3,3,5,6,6,5,4,5
"ufl     ",3,2,3,4,1,3,7,2
"mturk   ",5,3,5,7,5,5,4,3
"mturk   ",4,3,4,5,4,5,5,5
"mturk   ",5,3,6,3,2,6,6,6
"pi      ",4,4,2,6,4,4,3,4
"pi      ",2,2,3,6,5,1,4,2
"tamu    ",1,4,4,4,4,1,3,4
"tamu    ",5,3,1,3,3,7,3,3
"mcdaniel",1,1,2,3,3,1,3,1
"tamu    ",5,3,2,6,5,6,3,5
"tamu    ",3,2,4,4,5,7,5,1
"mturk   ",3,3,3,4,4,3,5,3
"tamu    ",4,3,3,3,4,6,3,6
"tamu    ",3,1,4,5,2,3,4,3
"pi      ",3,2,3,6,3,6,3,3
"pi      ",2,2,4,4,4,6,3,4
"mturk   ",3,5,1,1,3,1,1,1
"wku     ",7,4,4,5,3,7,5,4
"pi      ",6,6,6,7,6,4,3,4
"mturk   ",4,5,5,7,5,5,4,4
"mturk   ",3,2,2,7,2,2,1,3
"tamu    ",5,5,7,4,5,5,5,2
"tamu    ",1,3,3,1,6,5,2,3
"mturk   ",5,3,4,7,5,2,3,3
"tamu    ",1,4,4,4,3,3,1,7
"tamu    ",7,6,7,7,7,7,2,4
"mturk   ",1,1,1,1,1,1,4,1
"tamu    ",4,3,2,1,4,4,3,4
"jmu     ",3,2,3,4,5,2,3,2
"pi      ",3,1,3,4,4,1,5,4
"mturk   ",4,4,1,3,3,5,3,5
"mturk   ",5,2,3,4,4,5,4,4
"mturk   ",2,5,6,4,5,3,4,2
"wku     ",4,3,7,4,4,4,4,4
"mturk   ",7,1,3,3,4,6,4,6
"mturk   ",3,3,3,7,4,5,1,4
"mturk   ",2,1,3,5,1,3,2,5
"mturk   ",2,2,7,7,4,4,4,1
"pi      ",1,1,1,3,1,1,1,1
"mturk   ",1,1,7,4,3,1,1,5
"mturk   ",6,4,3,3,4,5,2,5
"tamu    ",5,5,3,7,6,7,4,5
"wku     ",3,3,4,4,5,5,4,3
"tamu    ",5,3,4,3,5,2,4,4
"tamu    ",3,1,4,4,2,3,1,2
"mturk   ",6,3,5,7,5,6,3,6
"mturk   ",3,1,3,3,2,3,5,4
"pi      ",1,1,1,4,1,1,2,1
"mturk   ",3,3,3,5,4,1,5,1
"mturk   ",4,2,2,2,4,4,3,3
"mturk   ",2,2,6,6,2,2,5,2
"mturk   ",1,1,4,4,4,1,3,4
"mturk   ",4,2,4,5,3,3,3,4
"mturk   ",3,2,2,4,2,2,1,2
"tamu    ",5,3,3,2,2,3,3,5
"tamu    ",5,5,6,7,4,7,4,5
"mturk   ",5,2,4,6,5,5,4,5
"mturk   ",2,1,1,6,5,2,2,1
"tamu    ",1,2,4,6,4,2,1,4
"pi      ",4,4,2,5,4,1,4,4
"mturk   ",4,2,NA,7,7,4,4,5
"mturk   ",4,3,3,2,3,3,3,4
"mturk   ",1,1,1,6,2,5,1,1
"brasilia",1,1,3,1,3,3,5,1
"mturk   ",7,3,7,7,4,7,3,7
"mturk   ",3,1,1,6,3,3,2,3
"mturk   ",3,5,5,5,4,5,4,3
"pi      ",1,4,3,4,4,2,4,3
"mturk   ",3,2,4,4,4,NA,5,7
"mturk   ",2,2,3,4,3,3,3,NA
"mturk   ",3,4,6,1,3,1,4,1
"tamu    ",4,3,2,2,4,4,3,4
"tamu    ",2,3,3,6,6,6,2,6
"tamu    ",5,3,4,7,5,7,5,7
"tamu    ",3,3,4,7,2,3,3,3
"tamu    ",3,3,4,6,3,3,3,5
"mturk   ",5,5,4,6,5,3,4,3
"mturk   ",5,4,5,5,5,5,4,5
"mturk   ",5,3,3,5,4,6,3,5
"mturk   ",5,6,6,6,6,6,3,5
"mturk   ",4,5,NA,4,4,4,5,5
"mturk   ",3,1,4,5,3,2,5,3
"wku     ",5,3,3,7,5,2,4,3
"mturk   ",3,3,3,5,5,3,2,3
"mturk   ",5,5,6,6,6,6,6,5
"mturk   ",5,3,3,6,6,5,3,3
"mturk   ",4,4,4,7,3,7,6,6
"mturk   ",3,3,2,3,3,NA,3,2
"mturk   ",3,1,3,7,3,1,3,2
"pi      ",1,1,1,4,2,1,7,1
"mturk   ",3,2,3,3,5,2,4,3
"mturk   ",2,1,3,7,5,1,2,3
"mturk   ",1,1,1,7,3,1,4,1
"mturk   ",5,4,4,4,5,5,4,5
"mturk   ",4,3,3,6,5,3,2,4
"mturk   ",2,1,1,2,2,2,4,3
"mturk   ",2,2,3,3,5,2,2,4
"mturk   ",2,1,2,5,2,1,4,2
"pi      ",3,3,4,3,3,2,4,3
"mturk   ",4,3,5,1,1,5,4,2
"mturk   ",5,4,NA,7,6,4,4,4
"mturk   ",5,5,6,6,5,5,6,4
"mturk   ",3,3,2,5,4,3,3,3
"tamu    ",4,3,3,5,5,6,3,5
"tamu    ",7,3,4,7,5,5,2,4
"tamu    ",3,2,5,3,2,6,2,2
"tamu    ",4,4,4,3,5,6,4,5
"tamu    ",5,5,5,6,5,3,4,4
"mturk   ",4,4,4,4,4,4,4,4
"mturk   ",6,5,6,5,5,4,4,5
"mturk   ",1,3,1,2,1,1,1,2
"mturk   ",4,4,4,5,4,3,5,2
"mturk   ",4,2,3,5,3,3,2,4
"mturk   ",3,2,3,5,3,2,3,2
"mturk   ",3,2,3,3,4,1,1,2
"mturk   ",5,2,4,5,4,7,4,5
"pi      ",6,5,6,7,6,6,3,5
"mturk   ",4,1,1,1,1,4,1,1
"tamu    ",3,3,4,3,4,3,4,3
"tamu    ",3,1,3,5,1,1,3,1
"tamu    ",2,2,2,3,5,1,4,2
"mturk   ",5,5,5,4,3,5,4,5
"tamu    ",3,3,2,7,6,6,2,5
"jmu     ",6,6,6,7,7,7,4,4
"tamu    ",4,4,4,4,4,4,4,4
"tamu    ",4,5,5,5,5,3,5,5
"mturk   ",3,3,3,3,3,2,4,3
"mturk   ",3,3,4,5,3,4,3,3
"mturk   ",4,5,6,3,5,3,5,5
"mturk   ",6,6,6,7,6,7,7,4
"mturk   ",3,4,4,5,1,3,3,3
"mturk   ",3,3,3,2,3,1,3,1
"mturk   ",5,5,2,7,3,4,2,5
"jmu     ",5,5,4,7,5,3,4,4
"pi      ",1,1,4,6,4,3,2,3
"pi      ",1,1,5,3,5,1,3,1
"wl      ",5,3,3,3,3,2,2,5
"wl      ",7,4,5,5,5,4,4,5
"wl      ",1,2,3,7,5,1,6,2
"wl      ",2,3,3,4,3,2,5,2
"wl      ",3,2,3,7,6,2,7,5
"wl      ",4,3,5,7,4,3,4,5
"wl      ",5,5,5,6,5,5,5,5
"wl      ",5,3,6,6,5,2,4,1
"pi      ",2,1,2,5,3,1,4,3
"pi      ",3,2,5,2,4,3,3,3
"pi      ",2,4,1,4,1,3,5,4
"pi      ",4,NA,NA,4,5,2,4,2
"pi      ",5,5,2,7,7,6,1,5
"pi      ",4,5,3,7,6,5,4,2
"pi      ",6,5,6,6,6,5,3,5
"pi      ",1,1,1,6,1,1,2,1
"pi      ",1,4,2,4,4,1,3,1
"jmu     ",2,2,3,1,3,1,2,1
"pi      ",3,3,2,7,5,6,2,2
"mcdaniel",5,1,3,7,4,7,4,5
"pi      ",5,5,4,4,5,5,4,4
"pi      ",3,1,3,3,1,2,1,3
"pi      ",5,6,6,7,5,1,4,1
"pi      ",2,3,2,5,5,1,4,2
"pi      ",3,2,3,3,2,3,3,2
"pi      ",3,2,2,6,4,2,3,6
"pi      ",7,6,4,7,5,7,6,4
"pi      ",2,4,4,4,4,5,5,1
"pi      ",3,3,3,3,2,1,4,2
"ufl     ",6,3,4,7,5,5,6,4
"ufl     ",2,2,6,2,2,3,4,2
"pi      ",4,1,1,4,4,4,3,4
"ufl     ",4,5,3,4,3,2,3,3
"ufl     ",5,5,4,4,5,4,4,4
"tamu    ",2,2,6,3,4,2,1,3
"tamu    ",4,3,3,3,4,3,4,4
"tamu    ",2,3,3,6,3,3,1,3
"tamu    ",6,6,3,6,4,6,3,5
"tamu    ",6,4,7,7,7,7,7,3
"pi      ",3,4,3,7,4,5,2,5
"pi      ",5,3,5,7,4,6,2,4
"tamu    ",4,3,3,5,4,2,2,4
"tamu    ",5,3,5,4,5,4,3,4
"ufl     ",4,5,6,7,5,4,5,4
"ufl     ",3,4,4,4,4,4,4,4
"ufl     ",4,5,6,4,5,3,3,3
"ufl     ",5,4,4,6,5,5,5,2
"pi      ",5,5,4,3,6,6,6,5
"pi      ",4,3,5,5,5,3,6,2
"tamu    ",5,3,6,7,5,2,5,5
"tamu    ",3,4,4,2,3,3,3,3
"tamu    ",3,1,5,5,5,1,1,4
"tamu    ",3,3,3,5,5,2,4,3
"pi      ",1,1,1,4,3,1,1,1
"ufl     ",1,1,1,1,3,7,1,1
"ufl     ",6,5,6,7,5,7,3,3
"ufl     ",3,1,3,3,2,5,6,2
"brasilia",3,1,3,4,4,1,4,2
"tamu    ",4,5,4,7,4,3,4,4
"tamu    ",3,3,6,4,5,3,4,3
"tamu    ",6,6,4,6,5,6,5,6
"tamu    ",2,4,3,4,5,3,1,3
"pi      ",1,3,3,6,5,1,2,1
"pi      ",4,3,4,6,4,4,5,3
"tamu    ",4,3,2,4,3,3,3,4
"brasilia",3,3,3,4,3,3,4,2
"tamu    ",1,3,2,6,4,1,2,4
"tamu    ",5,5,5,6,5,3,3,5
"tamu    ",3,1,6,7,3,2,1,1
"pi      ",2,3,4,5,3,5,5,1
"pi      ",4,3,6,6,5,3,6,3
"ufl     ",4,6,5,6,6,6,5,5
"pi      ",3,5,6,6,5,5,4,2
"tamu    ",2,3,4,7,4,2,5,4
"tamu    ",4,3,4,6,4,5,3,3
"tamu    ",5,5,6,2,3,4,4,2
"pi      ",1,2,3,5,1,1,3,1
"pi      ",3,3,3,6,6,1,3,1
"pi      ",7,5,5,4,7,5,3,3
"pi      ",1,3,1,4,5,4,2,2
"tamu    ",4,3,3,6,5,6,4,5
"tamu    ",5,2,4,4,5,3,3,5
"tamu    ",3,2,4,4,5,2,3,2
"brasilia",3,3,2,4,4,1,7,1
"ufl     ",4,3,6,7,5,7,4,4
"ufl     ",6,6,5,5,5,3,5,3
"ufl     ",1,3,1,5,5,1,6,1
"tamu    ",6,5,3,3,3,5,5,5
"tamu    ",5,3,3,7,6,5,5,6
"pi      ",5,4,4,3,3,1,3,NA
"tamu    ",4,3,4,2,5,6,7,5
"ufl     ",4,6,6,6,5,5,6,2
"ufl     ",3,4,4,7,5,6,4,6
"ufl     ",2,1,1,1,3,4,2,4
"brasilia",1,1,3,3,1,3,5,2
"ufl     ",5,3,6,7,6,4,3,2
"jmu     ",4,3,3,5,3,4,3,4
"pi      ",4,3,2,7,6,6,2,1
"pi      ",4,2,4,6,4,5,2,4
"pi      ",6,6,6,7,6,6,7,4
"pi      ",5,2,3,5,3,1,4,3
"tamu    ",3,2,3,7,5,6,2,6
"tamu    ",5,3,6,6,5,4,5,5
"tamu    ",6,6,7,7,5,4,5,5
"tamu    ",7,5,6,7,7,6,7,3
"tamu    ",3,3,3,4,4,5,5,5
"pi      ",3,3,4,6,5,1,6,2
"pi      ",3,5,4,6,4,5,4,1
"pi      ",1,1,7,4,1,1,3,1
"tamu    ",4,1,3,7,3,3,4,4
"tamu    ",2,1,6,3,1,1,3,1
"tamu    ",3,2,3,4,4,3,3,3
"tamu    ",2,2,3,7,5,5,3,3
"tamu    ",4,3,4,5,5,3,4,3
"tamu    ",5,5,6,6,6,6,6,6
"tamu    ",3,2,5,5,1,2,3,4
"pi      ",2,2,5,4,2,2,1,2
"pi      ",5,5,6,7,5,6,5,1
"jmu     ",4,3,5,5,4,1,4,2
"pi      ",2,2,4,1,3,1,3,1
"pi      ",5,6,3,7,2,6,3,4
"pi      ",2,2,2,5,4,2,5,3
"wl      ",5,3,6,6,4,2,6,3
"wl      ",2,2,6,4,1,1,7,1
"wl      ",4,5,5,5,4,4,5,4
"wl      ",3,3,6,6,5,6,5,3
"wl      ",5,5,4,4,4,3,2,3
"wl      ",3,2,5,7,4,2,6,4
"pi      ",2,1,1,5,2,1,1,1
"wl      ",2,2,6,4,3,2,6,4
"wl      ",3,2,3,5,5,3,5,2
"wl      ",3,5,6,5,5,1,4,4
"wl      ",1,2,3,4,5,1,3,3
"wl      ",2,1,1,4,4,1,4,2
"wl      ",3,2,4,1,4,6,2,3
"wl      ",5,4,6,6,5,3,6,3
"wl      ",5,3,5,5,4,5,3,5
"wl      ",3,3,2,6,4,3,4,3
"pi      ",2,2,3,2,4,1,4,3
"pi      ",4,4,4,4,4,4,4,3
"pi      ",6,6,4,6,6,5,6,5
"jmu     ",5,1,5,5,2,7,6,7
"pi      ",6,2,3,6,5,7,6,5
"pi      ",1,2,5,3,3,1,4,4
"pi      ",2,3,4,5,5,1,4,2
"pi      ",4,1,3,6,2,4,3,3
"pi      ",4,3,4,5,5,4,3,3
"pi      ",2,2,3,3,3,2,4,2
"pi      ",2,1,2,1,6,1,3,1
"pi      ",1,2,1,3,3,1,3,1
"pi      ",1,3,4,1,3,1,2,3
"pi      ",4,2,2,4,2,7,3,3
"pi      ",2,1,7,4,4,1,3,3
"pi      ",5,7,7,7,2,2,3,3
"pi      ",2,2,2,1,2,1,4,2
"charles ",5,5,5,3,3,4,6,6
"charles ",3,5,2,5,3,6,7,2
"ufl     ",3,3,6,5,5,3,3,3
"ufl     ",5,4,4,5,6,7,3,4
"ufl     ",3,3,4,6,5,3,4,5
"ufl     ",2,1,4,5,4,6,2,3
"ufl     ",6,5,6,7,6,6,3,5
"ufl     ",4,3,4,5,5,5,4,3
"pi      ",2,2,3,7,5,1,1,1
"charles ",5,3,5,6,2,7,5,6
"charles ",3,2,1,4,2,4,3,2
"charles ",1,3,2,3,1,2,1,3
"tamu    ",6,5,3,7,6,7,3,2
"tamu    ",5,3,1,6,3,2,3,1
"tamu    ",1,1,2,4,3,5,6,4
"pi      ",1,4,7,7,4,6,4,2
"jmu     ",3,3,3,7,5,4,3,3
"ufl     ",3,1,4,7,4,6,3,4
"ufl     ",5,3,6,4,5,3,4,5
"tamu    ",2,3,5,5,5,3,6,2
"tamu    ",3,5,6,7,3,5,5,3
"tamu    ",5,4,5,5,5,5,4,3
"pi      ",5,2,5,6,3,1,3,1
"tamu    ",2,3,3,4,3,3,3,3
"tamu    ",3,5,6,6,5,3,5,5
"tamu    ",2,3,3,7,4,3,4,3
"tamu    ",5,4,5,6,5,3,3,3
"tamu    ",5,6,7,7,5,5,5,7
"ufl     ",1,1,5,4,3,3,4,2
"ufl     ",2,4,4,5,6,2,3,2
"tamu    ",5,3,7,4,3,2,5,1
"tamu    ",5,3,4,5,5,3,2,5
"tamu    ",5,4,3,6,4,7,2,4
"tamu    ",4,3,6,6,3,3,3,4
"tamu    ",2,7,2,2,4,1,1,2
"tamuc   ",3,3,4,2,3,3,4,1
"tamuc   ",3,2,2,7,3,5,5,4
"tamuc   ",2,2,3,1,1,1,2,1
"tamu    ",5,2,2,7,4,7,4,4
"msvu    ",3,5,5,3,4,5,4,6
"msvu    ",5,3,3,7,5,5,5,5
"msvu    ",3,2,5,3,4,2,2,5
"msvu    ",3,3,3,3,3,3,3,3
"msvu    ",3,1,3,5,5,1,4,1
"msvu    ",1,2,2,2,1,1,1,1
"msvu    ",1,1,1,7,3,3,3,1
"msvu    ",2,2,3,4,3,1,5,1
"msvu    ",3,2,3,6,6,2,3,2
"msvu    ",1,1,1,4,4,1,3,3
"msvu    ",4,3,4,5,5,3,4,4
"msvu    ",4,4,4,3,4,1,5,1
"msvu    ",3,3,5,2,3,3,5,3
"msvu    ",6,6,7,6,6,3,7,4
"msvu    ",2,4,3,4,5,2,3,2
"msvu    ",5,5,7,6,4,3,4,3
"msvu    ",3,3,5,5,5,3,4,3
"msvu    ",3,4,6,7,5,1,3,1
"ufl     ",7,5,7,7,7,7,3,6
"msvu    ",2,4,1,4,5,7,4,4
"ufl     ",3,2,4,5,4,2,3,4
"pi      ",3,3,4,5,5,3,4,3
"msvu    ",4,4,3,5,3,3,3,4
"ufl     ",5,3,5,6,5,6,4,5
"ufl     ",7,5,3,4,4,2,3,1
"pi      ",5,5,5,4,5,3,3,3
"pi      ",6,2,5,6,2,7,2,3
"tamuc   ",4,5,4,3,4,5,6,3
"tamuc   ",4,2,4,3,4,2,5,3
"pi      ",5,4,5,7,6,5,4,4
"jmu     ",3,3,4,4,5,3,3,4
"pi      ",6,5,5,6,4,5,3,6
"ufl     ",5,6,6,6,4,6,4,3
"tamu    ",2,4,4,4,4,6,4,2
"pi      ",1,1,1,1,1,1,4,1
"tamu    ",3,3,3,2,5,3,1,5
"tamu    ",2,3,3,5,3,3,3,2
"pi      ",4,4,4,4,5,3,4,3
"ufl     ",3,4,3,4,5,1,3,1
"ufl     ",3,2,4,2,3,5,6,3
"pi      ",1,2,2,3,4,5,3,1
"pi      ",3,5,4,4,3,1,5,1
"tamu    ",6,3,3,3,7,7,3,2
"tamu    ",5,4,5,7,6,5,3,5
"tamu    ",5,4,6,6,5,5,5,6
"wl      ",5,3,6,5,5,3,4,4
"wl      ",4,3,3,7,5,6,3,5
"wl      ",6,5,6,7,5,5,4,4
"tamu    ",2,4,4,7,6,5,6,3
"wl      ",6,5,6,6,5,6,6,5
"tamu    ",5,5,6,6,5,2,5,7
"tamu    ",5,5,6,7,5,7,3,6
"tamu    ",2,2,3,7,3,4,1,3
"tamu    ",3,5,6,6,5,3,4,3
"ufl     ",4,3,3,3,5,4,6,5
"ufl     ",4,4,4,5,4,4,4,4
"ufl     ",4,4,4,3,3,3,3,3
"wl      ",3,3,6,5,4,2,4,2
"pi      ",3,2,3,6,5,5,3,5
"tamu    ",3,3,2,5,4,5,4,4
"tamu    ",2,5,1,6,6,7,7,4
"tamu    ",NA,3,4,4,5,5,3,5
"ufl     ",3,2,3,5,3,7,2,2
"pi      ",3,3,4,4,4,3,4,4
"pi      ",5,2,5,6,5,5,6,5
"pi      ",2,2,3,4,3,1,4,1
"pi      ",6,5,5,5,7,2,6,2
"pi      ",5,3,3,5,5,3,3,3
"pi      ",1,4,3,6,5,2,6,1
"pi      ",3,2,3,4,4,3,2,3
"pi      ",2,2,2,1,3,1,4,1
"pi      ",3,5,6,7,6,5,3,5
"pi      ",3,2,3,6,6,5,3,6
"pi      ",5,5,5,7,6,7,6,4
"pi      ",1,7,6,1,1,4,4,1
"pi      ",4,4,3,6,3,7,3,3
"pi      ",4,4,4,4,4,4,3,3
"pi      ",2,3,5,5,5,1,5,2
"pi      ",2,2,3,5,7,1,7,2
"mcdaniel",3,5,5,2,4,5,5,2
"pi      ",1,2,1,4,4,2,1,1
"pi      ",6,5,3,4,3,1,4,1
"pi      ",2,3,3,6,6,3,4,2
"mcdaniel",5,5,5,5,5,3,2,3
"pi      ",1,1,1,4,1,1,4,1
"pi      ",2,1,1,5,3,1,4,1
"pi      ",1,1,1,2,2,2,4,2
"pi      ",6,6,6,7,4,4,4,4
"pi      ",2,1,5,6,5,6,3,2
"pi      ",3,3,3,6,4,5,5,4
"pi      ",2,2,2,2,2,2,4,1
"pi      ",4,2,4,7,4,7,4,4
"pi      ",1,3,5,NA,6,5,1,3
"pi      ",2,2,2,2,2,1,2,2
"pi      ",3,5,6,4,3,1,5,1
"pi      ",4,2,3,5,2,2,2,2
"pi      ",2,3,3,4,3,1,4,5
"pi      ",3,7,4,5,4,4,4,3
"pi      ",3,1,1,5,3,5,1,1
"pi      ",5,3,4,3,4,2,4,4
"pi      ",2,4,3,7,5,3,1,2
"pi      ",1,1,1,1,1,1,1,1
"pi      ",3,2,2,4,4,4,3,3
"pi      ",2,2,4,7,6,3,3,1
"pi      ",5,1,3,7,5,7,4,1
"jmu     ",3,6,4,6,6,4,5,5
