"g","and1.4_2","and1.4_3","and1.4_6","and1.4_7","and1.4_10","and1.4_11","and1.4_13","and1.4_15","and1.4_16","and1.4_20"
"washlee",1,2,1,1,1,1,1,1,1,1
"washlee",3,1,1,2,1,1,1,1,1,1
"washlee",1,4,2,1,4,2,1,1,3,1
"washlee",1,3,1,2,3,1,2,2,2,1
"plu",1,2,1,1,1,1,2,1,3,2
"wpi",2,3,1,1,2,1,1,1,4,1
"wpi",1,1,1,1,1,1,1,1,1,1
"wpi",2,3,1,1,2,1,2,1,4,2
"sandiegosu",1,3,1,3,4,1,4,1,1,4
"wpi",5,4,2,2,4,2,4,1,5,4
"wpi",1,2,1,1,1,1,1,1,2,1
"sandiegosu",1,1,1,1,2,1,1,1,1,1
"sandiegosu",1,1,1,1,2,1,1,1,3,1
"sandiegosu",1,1,1,1,1,1,1,1,1,1
"sandiegosu",3,2,1,3,4,2,4,1,1,3
"washlee",3,1,2,1,4,2,2,1,4,1
"washlee",3,2,1,1,2,3,1,1,2,1
"washlee",1,1,1,1,2,1,2,1,1,2
"wpi",1,1,1,1,1,1,1,1,1,1
"wpi",2,1,1,2,4,2,1,1,1,1
"sandiegosu",1,2,1,1,3,3,1,1,1,1
"washlee",1,2,1,1,4,1,1,1,1,1
"washlee",1,2,1,2,5,1,2,1,2,1
"washlee",1,1,1,1,1,1,2,1,1,1
"wpi",3,5,2,2,4,4,3,2,3,3
"wpi",1,1,1,1,1,1,1,1,1,1
"wpi",1,1,1,1,1,1,1,1,1,1
"washlee",1,2,2,1,2,2,1,1,1,1
"washlee",2,2,1,4,1,2,1,1,2,1
"washlee",3,2,1,1,1,1,1,1,2,1
"sandiegosu",2,2,3,1,5,1,2,1,1,2
"sandiegosu",2,1,1,3,1,1,1,1,2,1
"sandiegosu",2,2,2,3,3,1,1,3,2,4
"sandiegosu",4,4,1,1,4,2,3,1,1,3
"sandiegosu",3,1,1,1,1,1,1,1,3,1
"wpi",1,1,1,1,1,1,1,1,1,1
"wpi",1,1,1,1,1,1,1,1,1,1
"wpi",1,2,2,1,2,4,2,1,1,1
"sandiegosu",3,3,3,2,3,1,2,3,3,2
"sandiegosu",1,4,1,1,1,1,1,1,1,1
"sandiegosu",2,2,1,2,3,1,1,1,4,2
"washlee",2,3,1,2,1,2,1,1,1,1
"washlee",1,2,1,1,1,1,1,1,1,1
"washlee",2,1,2,1,1,1,1,1,1,1
"washlee",1,4,2,1,3,2,2,1,1,2
"wpi",2,1,1,1,1,1,1,1,1,1
"wpi",1,1,1,1,1,1,1,1,1,1
"wpi",1,2,1,1,1,1,1,1,1,1
"wpi",1,1,1,1,2,2,1,1,1,1
"wpi",1,1,1,1,2,1,1,1,1,1
"wpi",3,3,2,4,2,2,1,4,3,3
"wpi",3,3,3,3,3,3,3,3,3,3
"wpi",1,1,1,1,1,1,1,1,1,1
"sandiegosu",1,1,1,1,2,1,1,1,4,1
"wpi",1,2,1,1,3,1,1,1,2,1
"washlee",2,2,1,1,1,1,1,1,1,1
"sandiegosu",1,2,1,1,3,2,1,3,1,1
"sandiegosu",1,3,1,1,2,1,1,1,2,1
"sandiegosu",1,1,1,1,1,1,1,1,1,1
"sandiegosu",4,3,1,4,4,2,4,1,3,2
"sandiegosu",1,3,3,1,1,1,1,1,2,2
"washlee",5,1,1,1,1,1,1,1,1,1
"washlee",4,2,1,2,5,2,3,2,1,2
"washlee",1,1,1,1,1,1,1,1,1,1
"wpi",1,1,1,1,4,2,4,1,2,4
"wpi",1,3,1,2,4,1,4,2,2,4
"wpi",1,2,1,1,2,1,1,1,2,1
"wpi",1,1,1,1,1,1,1,1,2,1
"sandiegosu",1,1,1,1,1,1,1,1,2,1
"sandiegosu",3,3,2,1,3,2,1,2,1,1
"wpi",3,3,3,3,2,3,1,2,3,2
"wpi",1,1,1,3,2,1,1,1,2,1
"sandiegosu",1,1,1,1,2,1,1,1,1,1
"sandiegosu",2,1,1,1,1,1,1,3,2,1
"wpi",1,1,1,1,1,1,1,1,1,1
"wpi",1,1,1,1,2,2,1,1,3,1
"washlee",2,2,2,1,2,2,1,1,4,1
"washlee",1,1,1,2,3,1,1,1,3,1
"washlee",1,1,1,1,1,1,1,1,2,2
"washlee",3,4,4,2,4,3,4,3,3,5
"wpi",2,2,3,1,3,1,1,1,3,1
"sandiegosu",1,2,1,1,2,2,1,1,4,1
"sandiegosu",1,1,1,1,3,1,4,1,1,4
"sandiegosu",1,2,1,2,1,1,1,1,1,1
"washlee",1,2,1,1,2,1,2,1,2,1
"washlee",2,2,2,1,4,2,2,2,3,1
"wpi",4,3,1,2,1,1,1,3,1,1
"wpi",1,1,1,1,2,1,1,1,1,1
"wpi",1,1,1,1,1,1,1,1,2,1
"sandiegosu",2,2,1,2,2,1,1,1,1,1
"sandiegosu",2,4,5,1,2,5,2,1,1,2
"sandiegosu",1,1,1,1,2,1,1,1,1,1
"wpi",1,1,1,1,1,1,1,1,1,1
"wpi",1,1,1,1,2,1,1,1,2,1
"sandiegosu",2,1,1,1,1,1,1,2,1,1
"sandiegosu",1,1,1,1,1,1,3,1,2,1
"sandiegosu",4,3,2,4,2,1,2,2,1,2
"sandiegosu",2,1,1,1,1,1,1,1,1,1
"wpi",1,1,2,1,1,2,1,1,1,1
"wpi",1,1,1,1,2,1,1,1,1,1
"sandiegosu",3,5,1,2,1,1,1,1,1,1
"sandiegosu",5,5,1,3,4,4,1,1,2,4
"wpi",1,2,1,2,1,1,1,1,1,1
"sandiegosu",1,1,1,1,1,2,1,1,1,3
"sandiegosu",1,1,1,1,1,1,1,1,1,1
"sandiegosu",1,1,1,1,4,1,3,1,2,2
"sandiegosu",1,2,1,1,1,1,1,1,1,1
"sandiegosu",1,4,1,2,2,1,2,1,1,2
"sandiegosu",3,1,1,1,1,1,1,2,3,1
"sandiegosu",5,2,2,3,2,4,4,3,1,2
"sandiegosu",1,1,1,1,2,1,1,1,4,1
"sandiegosu",3,2,1,1,3,1,1,1,1,1
"sandiegosu",1,1,1,1,1,1,1,1,1,1
"sandiegosu",2,4,5,4,4,1,5,3,3,4
"sandiegosu",1,3,1,1,1,1,1,3,1,1
"sandiegosu",2,2,1,1,1,1,1,1,2,2
"sandiegosu",1,3,1,1,1,1,2,1,3,2
"sandiegosu",1,1,1,1,1,1,1,1,1,1
"sandiegosu",1,1,1,1,1,1,1,1,1,1
"sandiegosu",1,1,1,1,1,1,1,1,1,1
"sandiegosu",1,1,2,1,4,2,2,1,3,2
"sandiegosu",3,1,1,1,1,1,1,1,1,1
"sandiegosu",2,1,1,1,1,1,1,2,2,1
"sandiegosu",3,3,1,1,1,1,1,1,1,1
"sandiegosu",2,2,1,1,1,1,1,1,1,1
"sandiegosu",1,3,1,2,3,1,3,1,1,1
"uiuc",2,1,1,1,1,1,1,2,1,1
"uiuc",1,1,1,1,2,1,1,1,1,1
"uiuc",4,2,2,1,2,3,1,1,1,1
"sandiegosu",4,3,1,1,4,2,4,2,4,4
"sandiegosu",3,3,1,1,1,1,1,1,3,1
"sandiegosu",1,1,1,1,1,1,1,1,1,1
"sandiegosu",2,1,1,1,1,1,1,2,3,1
"sandiegosu",2,1,3,2,1,1,1,1,1,1
"washlee",3,4,1,1,1,1,1,1,1,1
"washlee",2,3,1,1,2,1,1,1,2,1
"washlee",1,2,2,1,2,2,1,1,3,1
"washlee",3,2,1,1,4,1,1,2,3,1
"washlee",2,3,1,1,1,1,1,1,2,1
"tufts",2,1,1,1,1,1,1,1,1,1
"washlee",4,2,2,2,2,2,2,3,2,2
"sandiegosu",3,3,3,3,3,3,3,3,3,3
"washlee",4,4,1,1,3,1,1,2,3,1
"sandiegosu",1,1,1,1,1,1,1,1,1,1
"washlee",2,1,1,1,1,1,1,1,1,1
"sandiegosu",2,2,1,2,2,1,2,1,1,2
"tufts",1,1,1,1,2,1,1,1,1,1
"sandiegosu",1,1,1,1,1,1,1,1,1,1
"sandiegosu",2,1,1,2,3,1,2,1,3,2
"sandiegosu",1,1,1,1,1,1,1,1,1,1
"sandiegosu",2,2,1,3,2,1,1,1,1,1
"washlee",1,1,1,1,1,1,1,1,2,1
"washlee",1,1,1,1,3,1,3,1,1,3
"washlee",2,4,1,2,3,1,5,2,1,4
"tufts",2,2,1,1,1,2,1,1,1,1
"sandiegosu",1,1,1,1,1,1,1,1,1,1
"sandiegosu",1,1,1,1,1,1,1,1,1,1
"tufts",1,1,1,1,2,3,1,1,4,1
"sandiegosu",2,1,1,1,1,1,1,1,3,1
"tufts",2,1,1,1,1,1,1,1,1,1
"sandiegosu",5,5,1,2,3,1,2,1,2,4
"tufts",1,2,1,1,1,1,1,1,1,1
"sandiegosu",1,1,1,1,1,1,1,1,1,1
"washlee",2,2,2,1,1,1,1,1,3,2
"washlee",1,1,1,1,2,1,1,1,1,1
"washlee",2,2,1,2,2,2,1,1,1,1
"washlee",1,1,1,1,1,1,1,1,1,1
"tufts",3,3,1,3,4,3,3,2,3,2
"sandiegosu",3,1,1,1,1,1,1,1,1,1
"tufts",1,1,1,1,2,1,2,1,2,1
"sandiegosu",2,1,1,1,2,1,1,1,1,1
"sandiegosu",1,1,1,1,2,1,1,1,1,1
"tufts",2,2,2,2,2,2,2,1,2,2
"uiuc",2,3,1,1,2,1,1,2,1,1
"uiuc",1,2,1,1,4,2,4,1,4,3
"uiuc",1,2,2,2,4,1,1,1,3,2
"washlee",1,1,1,1,2,1,1,1,2,1
"washlee",2,1,1,1,2,1,1,1,1,1
"washlee",1,1,1,1,1,1,1,1,1,1
"tufts",2,4,4,4,4,1,5,1,3,4
"ufl",1,2,1,1,3,1,1,1,1,1
"ufl",2,4,5,4,4,5,4,1,4,4
"ufl",3,3,2,4,1,2,1,1,1,1
"ufl",1,1,1,1,1,1,1,1,1,1
"tufts",2,2,1,1,1,1,1,1,1,1
"ufl",1,1,1,1,1,1,5,1,1,1
"washlee",2,1,1,1,1,1,1,1,1,1
"washlee",1,1,1,1,5,1,2,1,5,1
"washlee",2,3,2,2,2,2,1,1,3,1
"ufl",1,1,1,1,1,1,1,1,1,1
"sandiegosu",2,2,2,2,2,2,1,3,3,1
"sandiegosu",1,2,1,1,2,1,1,1,2,1
"sandiegosu",1,1,1,1,1,1,1,1,1,1
"sandiegosu",1,4,1,1,2,1,1,1,1,2
"sandiegosu",2,2,1,3,3,2,3,1,1,3
"sandiegosu",2,2,2,1,2,1,4,3,3,2
"uiuc",4,5,2,3,4,1,5,3,1,5
"plu",1,3,1,1,2,1,1,1,1,1
"plu",1,2,1,1,2,1,1,1,1,1
"uiuc",1,1,1,1,1,1,1,1,1,1
"uiuc",3,2,2,2,2,1,2,3,2,2
"tufts",3,2,1,2,1,1,1,2,2,1
"uiuc",1,1,1,1,1,1,1,1,1,1
"uiuc",1,1,1,3,1,2,1,1,1,1
"uiuc",1,2,1,1,2,1,1,2,3,2
"uiuc",2,1,1,1,1,1,1,1,1,1
"plu",2,2,1,1,1,2,1,1,2,2
"plu",2,4,2,4,2,1,1,1,4,1
"ufl",1,3,1,1,3,1,3,1,2,3
"tufts",1,1,1,1,3,1,2,1,2,1
"ufl",1,2,2,1,3,1,2,1,1,4
"ufl",1,1,1,1,1,1,1,1,1,1
"plu",2,2,1,4,4,1,1,1,2,1
"plu",1,2,1,1,1,1,1,1,1,1
"ufl",4,4,1,2,3,1,3,1,4,3
"ufl",1,1,1,1,2,1,1,1,2,2
"plu",1,1,1,1,1,1,1,1,1,1
"tufts",2,3,1,2,2,1,1,1,1,1
"ufl",2,1,1,3,1,1,1,1,2,1
"ufl",2,1,1,1,1,1,1,1,2,1
"ufl",3,4,1,2,2,1,2,1,1,4
"uiuc",1,1,1,1,1,1,1,1,1,1
"uiuc",2,1,1,1,2,1,1,1,2,1
"uiuc",1,1,1,1,1,1,1,1,1,1
"uiuc",2,4,2,4,3,2,2,2,2,3
"uiuc",4,2,1,1,1,1,1,1,2,1
"uiuc",1,1,1,1,1,1,1,1,1,1
"plu",1,1,1,3,1,1,1,1,1,1
"plu",2,2,1,2,3,1,1,2,3,1
"plu",1,1,1,1,2,1,2,1,2,2
"uiuc",1,1,1,1,1,1,1,1,1,1
"uiuc",2,2,1,1,4,1,1,3,3,2
"uiuc",1,1,1,1,1,1,1,1,1,1
"uiuc",1,1,1,1,1,1,1,1,1,1
"plu",3,3,1,3,2,1,1,1,3,2
"plu",1,2,1,1,4,1,2,1,3,2
"tufts",2,3,2,1,1,3,2,1,1,1
"uiuc",1,1,1,1,1,1,1,1,1,1
"uiuc",1,1,1,1,1,1,1,1,1,1
"uiuc",3,3,1,3,2,2,2,3,1,2
"uiuc",3,2,3,4,3,2,2,2,3,2
"uiuc",1,1,1,1,1,1,1,1,1,1
"uiuc",2,4,1,2,3,1,2,2,2,2
"tufts",1,2,1,1,1,1,1,1,2,1
"plu",3,2,1,3,3,1,1,1,1,1
"plu",2,4,1,3,2,1,3,1,4,1
"plu",2,1,1,2,2,1,1,1,1,1
"plu",3,5,3,5,4,3,4,3,3,4
"uva",2,1,1,1,1,1,1,1,2,1
"plu",1,1,1,1,1,1,1,1,2,1
"uva",2,2,1,1,2,1,2,1,1,1
"uva",1,2,1,1,2,1,1,1,2,1
"uva",1,1,1,1,1,1,1,1,1,1
"uva",1,1,1,1,1,1,1,1,1,1
"uva",3,1,1,3,1,1,1,1,3,1
"uva",1,3,1,1,3,1,1,1,2,1
"uva",1,2,1,1,1,2,1,1,2,1
"uva",1,2,1,1,1,1,1,1,1,1
"uva",2,3,1,1,2,1,2,1,4,1
"uiuc",1,1,1,1,1,1,1,1,1,1
"uiuc",2,2,1,2,2,2,1,2,2,1
"uiuc",1,2,1,1,3,2,2,3,1,2
"uiuc",1,1,1,1,1,1,1,1,1,1
"uva",1,4,4,1,2,4,2,1,1,2
"plu",2,1,1,1,1,1,1,1,1,1
"plu",4,3,2,1,4,4,3,1,2,1
"plu",1,1,1,1,2,1,1,1,1,1
"ufl",1,2,1,1,1,1,1,1,2,1
"plu",1,4,1,1,1,1,1,1,1,1
"tufts",1,1,1,1,1,1,1,1,2,1
"ufl",4,4,2,3,2,1,1,1,1,2
"ufl",2,2,1,1,2,1,1,1,1,1
"ufl",1,1,1,1,1,1,1,1,2,1
"ufl",1,1,1,1,1,1,1,1,1,1
"ufl",3,2,3,1,3,1,3,2,2,2
"ufl",2,1,2,2,2,2,1,1,1,1
"ufl",3,2,1,2,1,1,1,1,1,1
"ufl",2,1,2,1,3,1,1,1,1,2
"ufl",2,2,1,1,1,1,1,1,1,1
"ufl",1,1,1,1,2,1,1,1,2,1
"ufl",1,1,1,1,1,1,1,1,1,1
"ufl",3,3,1,1,3,1,1,1,2,1
"ufl",2,3,2,2,1,2,1,2,2,2
"uiuc",1,1,1,2,1,2,1,1,1,1
"uiuc",2,1,1,2,1,1,1,2,1,1
"uiuc",3,4,4,4,2,3,5,2,3,4
"uiuc",4,4,2,1,4,4,3,5,3,3
"uiuc",1,1,1,1,1,1,1,1,1,1
"uiuc",2,1,1,1,1,1,1,1,1,1
"uiuc",1,1,1,1,1,1,1,1,1,1
"uiuc",1,2,1,1,2,1,1,2,1,1
"uiuc",1,1,1,1,2,1,1,1,1,1
"uiuc",3,4,1,3,4,3,3,3,3,3
"uiuc",3,3,1,2,4,2,1,1,1,4
"uiuc",3,4,1,2,3,1,3,1,2,3
"uiuc",1,2,1,1,2,1,1,1,2,1
"plu",1,1,1,1,2,1,1,1,1,1
"plu",1,3,1,3,2,3,3,2,1,3
"plu",1,3,1,1,2,1,1,1,1,1
"plu",3,5,1,1,1,1,1,1,1,1
"plu",1,3,1,1,1,2,1,1,4,1
"plu",1,1,1,1,1,1,1,1,1,1
"plu",2,1,1,1,1,1,1,1,1,1
"uiuc",1,1,1,1,3,1,1,1,3,1
"uiuc",4,4,1,2,1,1,1,3,1,1
"uiuc",3,4,1,2,4,1,1,2,1,2
"uiuc",1,1,1,1,2,1,1,1,1,1
"uiuc",4,3,2,2,2,4,2,1,1,3
"uiuc",2,1,1,1,1,1,1,1,1,1
"tufts",2,2,2,1,2,1,2,1,1,1
"uiuc",1,1,1,1,1,1,1,1,1,1
"tufts",2,4,2,2,1,2,3,2,2,3
"uiuc",1,4,4,4,3,1,4,2,1,4
"bc",2,4,1,1,1,1,1,1,1,1
"uiuc",2,3,2,2,2,3,2,2,2,2
"uiuc",1,1,1,1,1,1,1,1,3,1
"uiuc",2,4,2,4,4,3,4,3,4,4
"uiuc",2,3,1,1,4,1,4,3,2,1
"uiuc",2,4,1,1,1,1,1,1,1,1
"plu",1,1,1,1,1,1,1,1,1,1
"plu",2,3,2,2,1,2,5,2,3,2
"plu",1,1,3,1,3,2,1,1,2,3
"plu",2,4,1,2,2,2,1,1,3,2
"uiuc",1,3,3,2,1,3,2,1,2,1
"uiuc",1,1,1,1,1,1,1,1,1,1
"uiuc",3,1,1,1,1,1,1,1,1,1
"uiuc",1,1,1,1,1,1,1,1,1,1
"tufts",5,5,5,5,5,5,4,5,5,4
"plu",3,3,1,3,4,1,1,1,2,2
"plu",3,1,3,4,4,1,1,1,4,1
"uiuc",3,3,1,4,3,1,1,1,3,1
"uiuc",1,3,2,1,5,1,1,1,2,2
"plu",1,1,1,1,1,1,1,1,4,1
"plu",1,1,1,2,2,1,1,1,1,1
"plu",1,1,1,1,1,1,1,1,3,1
"plu",2,1,1,1,2,1,1,1,2,1
"tufts",1,1,1,1,1,1,1,1,1,1
"ufl",1,1,1,1,1,1,1,1,2,1
"ufl",1,3,3,1,4,1,4,1,4,4
"tufts",2,1,1,1,1,1,1,1,1,1
"ufl",1,3,1,1,1,1,1,1,2,1
"ufl",2,4,1,2,2,1,1,2,1,1
"ufl",1,5,1,1,5,1,5,1,3,4
"ufl",2,3,2,2,1,2,1,1,1,1
"ufl",2,2,1,1,2,1,1,1,2,1
"ufl",2,1,2,2,1,1,1,1,3,1
"ufl",1,1,1,1,2,1,2,1,1,1
"ufl",1,1,1,1,1,1,1,1,1,1
"ufl",1,1,1,1,1,1,1,1,1,1
"ufl",2,2,1,1,2,1,2,2,2,2
"uiuc",1,1,1,1,1,1,1,1,1,1
"uiuc",1,1,1,1,1,1,1,1,1,1
"uiuc",2,1,1,1,1,1,1,1,1,1
"uiuc",1,1,1,2,1,1,1,1,2,1
"plu",2,2,2,2,3,2,1,1,4,2
"plu",3,5,2,3,2,3,1,1,5,1
"uiuc",3,3,3,2,2,3,2,2,2,2
"uiuc",1,1,1,2,2,1,2,2,2,3
"plu",2,1,1,1,1,1,1,1,1,1
"bc",2,1,1,1,2,1,1,1,1,1
"bc",2,3,1,2,1,1,1,1,2,1
"bc",1,1,1,1,2,1,1,1,2,1
"bc",1,1,1,1,1,1,1,1,1,1
"bc",3,5,1,3,5,3,3,1,4,4
"bc",1,1,1,1,1,1,1,1,1,1
"plu",1,3,2,1,2,1,1,1,2,1
"plu",5,5,1,5,5,1,4,2,4,4
"uiuc",3,2,1,1,1,3,3,1,2,4
"plu",1,1,2,2,3,3,3,1,3,3
"ufl",2,2,1,1,2,1,3,1,2,2
"tufts",1,1,1,1,1,1,1,1,2,1
"ufl",1,2,1,1,1,1,1,1,1,1
"ufl",1,1,1,1,2,1,1,1,2,1
"ufl",2,2,1,2,2,1,2,1,4,1
"ufl",1,1,1,1,1,1,1,1,1,1
"ufl",3,1,1,1,2,1,1,1,1,1
"uiuc",2,1,1,1,1,1,1,1,1,1
"uiuc",2,1,2,2,2,1,1,1,1,1
"tufts",2,4,1,2,1,1,2,1,1,1
"uiuc",2,1,3,1,2,3,1,1,1,2
"uiuc",1,1,1,1,1,1,1,1,1,1
"uiuc",5,5,1,3,2,1,2,3,1,2
"uiuc",2,4,3,2,1,3,1,3,1,1
"uiuc",1,3,1,1,2,1,1,1,1,1
"uiuc",2,1,2,1,1,2,1,1,3,1
"uiuc",2,1,1,1,1,1,1,1,1,1
"uiuc",1,2,1,2,4,1,1,1,1,3
"uiuc",1,1,1,1,1,1,1,1,1,1
"uiuc",3,3,3,1,3,1,3,1,3,4
"tufts",1,1,1,1,1,1,1,1,4,1
"uiuc",1,2,1,1,1,1,1,1,2,1
"bc",1,1,1,1,3,1,1,1,3,1
"tufts",1,1,1,1,2,1,1,1,2,1
"tufts",2,1,1,1,2,1,1,1,2,1
"tufts",1,1,1,1,1,1,1,1,2,1
"tufts",1,3,1,2,1,1,1,1,1,3
"tufts",1,4,2,2,4,1,2,1,3,4
"uiuc",4,3,1,2,2,1,3,2,1,3
"tufts",3,4,3,4,3,1,3,3,1,3
"uiuc",4,2,3,2,5,2,1,1,2,2
"uiuc",2,5,3,2,2,3,3,2,2,3
"uiuc",2,2,2,2,2,2,2,2,2,2
"uiuc",1,1,1,1,1,1,1,1,1,1
"uva",1,2,1,1,1,1,1,1,1,1
"uva",1,1,1,2,1,1,1,1,1,1
"uva",2,1,1,1,1,1,1,1,1,1
"uva",1,2,2,4,4,2,2,1,2,3
"uva",1,1,1,1,1,1,1,1,2,1
"ufl",3,3,3,2,2,1,2,1,3,2
"uva",2,1,1,1,1,1,1,1,1,1
"uva",2,1,1,2,2,1,1,1,1,1
"ufl",2,2,1,1,1,1,1,1,1,1
"ufl",1,1,1,1,1,1,1,1,2,1
"tufts",2,3,1,3,3,2,2,1,2,3
"ufl",1,1,1,1,1,1,1,1,1,1
"ufl",3,5,1,1,3,1,1,2,3,1
"ufl",3,5,2,2,4,2,5,2,1,4
"plu",4,3,4,3,4,5,4,4,4,4
"bc",1,1,1,1,1,1,1,1,1,1
"bc",1,1,1,1,1,2,1,1,2,1
"bc",4,4,5,3,5,5,5,5,3,4
"bc",1,2,1,1,2,1,1,1,1,1
"bc",2,1,1,1,1,2,1,1,1,1
"bc",1,2,4,2,3,1,3,1,1,2
"bc",1,2,2,3,1,2,1,1,1,1
"tufts",1,2,1,1,1,1,1,1,1,1
"uva",1,2,1,2,2,2,2,1,1,2
"uva",1,2,1,2,2,1,1,1,2,1
"uva",2,3,1,1,1,1,1,1,1,1
"uva",5,5,1,3,1,1,1,1,1,1
"tufts",1,1,1,1,1,1,1,1,2,1
"uva",3,1,1,1,2,2,1,2,1,1
"uva",1,3,1,4,1,1,2,1,1,2
"uva",1,3,1,1,2,1,1,1,1,1
"uva",1,1,1,1,1,1,1,1,1,1
"tufts",3,2,1,3,1,1,1,1,2,1
"uva",1,1,1,1,1,1,1,1,1,1
"uva",1,1,1,2,3,1,1,1,3,1
"uva",1,1,1,2,1,1,1,1,1,1
"uva",3,4,1,2,5,1,3,1,2,3
"uva",1,1,1,1,1,1,1,1,1,1
"uiuc",1,1,1,1,1,1,1,1,1,1
"uiuc",1,1,2,1,1,1,1,1,1,1
"uiuc",3,5,1,1,1,1,1,1,2,3
"tufts",2,4,1,2,4,1,4,2,5,4
"tufts",1,1,1,1,1,1,1,1,1,1
"uiuc",2,2,2,4,5,2,4,1,5,5
"uiuc",1,1,1,1,1,1,1,1,1,1
"tufts",1,1,1,1,1,1,1,1,1,1
"tufts",1,1,1,1,1,1,1,1,2,1
"bc",3,3,1,2,1,1,1,2,4,1
"uva",3,1,1,1,1,1,1,1,1,1
"uva",1,2,1,1,1,1,1,1,1,3
"uva",1,2,1,1,1,1,1,1,1,1
"bc",1,1,1,1,1,1,1,1,1,2
"uva",1,3,1,1,4,1,1,1,2,1
"tufts",1,1,1,1,1,1,1,1,2,1
"uva",1,1,1,1,1,1,1,1,1,1
"uva",4,1,1,1,1,1,1,1,1,1
"tufts",4,5,4,4,5,5,4,2,1,4
"tufts",1,1,1,1,1,1,1,1,1,1
"uva",1,1,1,1,1,1,1,1,1,1
"bc",1,1,1,2,2,2,1,1,4,1
"uva",1,1,1,1,1,1,1,1,1,1
"uva",2,5,1,3,5,1,2,1,1,2
"bc",2,2,2,2,4,2,3,2,2,3
"uva",1,1,1,1,1,1,1,1,1,1
"uva",2,4,3,4,4,2,3,1,4,2
"bc",1,1,1,2,2,1,2,1,1,1
"uva",1,1,1,3,1,1,1,1,1,1
"uva",2,4,1,2,4,1,4,2,2,4
"ufl",3,3,1,3,4,1,4,1,2,3
"tufts",3,1,1,1,1,1,1,1,5,1
"ufl",2,2,2,1,3,3,1,1,2,1
"ufl",1,3,1,1,4,1,3,1,3,1
"uva",1,1,1,1,1,1,1,1,1,1
"ufl",1,1,1,1,1,1,1,2,1,1
"ufl",1,1,1,1,1,5,5,1,5,1
"ufl",2,1,1,1,1,1,1,2,3,1
"ufl",1,1,1,1,1,1,1,1,1,1
"uva",1,1,1,1,1,1,1,1,1,1
"uva",2,3,1,1,1,1,1,1,5,1
"ufl",2,3,2,3,3,3,3,1,2,3
"ufl",3,4,3,2,2,1,1,1,1,1
"uva",3,3,2,3,2,1,1,3,5,1
"uiuc",3,3,3,1,2,4,2,2,2,2
"bc",5,4,2,1,1,1,1,2,3,1
"uiuc",2,3,1,1,1,1,1,1,1,1
"uva",1,2,1,1,2,1,1,2,2,1
"uiuc",1,1,1,1,1,2,1,1,1,1
"uiuc",1,2,1,1,3,1,1,1,1,3
"uiuc",2,2,2,1,3,1,1,1,1,1
"bc",1,2,1,2,1,1,1,1,1,1
"uiuc",1,1,1,1,1,1,1,1,1,1
"uiuc",3,3,4,4,2,4,4,1,2,4
"uiuc",1,1,1,1,1,1,1,1,4,1
"uiuc",2,1,1,1,2,2,1,1,2,1
"uiuc",2,1,1,2,1,1,1,1,1,1
"uiuc",2,4,1,3,3,4,4,1,2,3
"uiuc",3,1,1,3,2,1,1,1,3,1
"bc",3,3,1,2,1,1,1,1,1,2
"bc",2,2,1,2,2,1,1,2,1,1
"bc",2,3,1,1,1,1,1,1,1,3
"bc",1,2,1,2,3,2,1,1,1,1
"bc",2,1,1,1,1,1,1,1,1,1
"bc",1,1,1,1,1,1,2,1,2,1
"bc",2,1,1,1,2,2,2,1,1,2
"bc",1,2,1,2,4,1,4,1,1,4
"tufts",2,1,1,2,1,1,1,1,1,1
"ufl",1,2,1,1,1,1,1,1,3,1
"bc",1,3,2,1,1,1,1,1,1,2
"ufl",1,1,1,1,1,1,1,1,1,1
"ufl",1,1,1,1,1,1,1,1,1,1
"ufl",3,1,1,1,1,1,1,1,1,1
"bc",1,1,1,2,1,2,1,1,1,1
"bc",1,1,1,1,1,1,1,1,1,1
"bc",2,2,1,1,3,1,2,1,2,2
"bc",1,2,1,1,1,1,1,2,3,1
"bc",4,2,4,3,4,4,3,3,5,3
"bc",4,2,1,3,1,2,2,3,2,2
"bc",2,3,1,1,2,2,1,1,1,1
"bc",1,2,1,1,2,2,1,1,2,1
"bc",1,3,1,1,4,1,1,1,3,1
"bc",1,3,1,1,4,3,2,1,3,3
"bc",2,3,3,3,4,2,3,3,2,2
"ithaca",1,2,3,1,2,5,4,1,1,1
"ithaca",2,1,2,5,5,3,4,1,5,4
"marian",3,4,4,4,4,4,4,4,4,4
"marian",2,4,3,2,1,1,1,2,3,3
"marian",2,2,2,1,1,3,1,1,1,1
"marian",1,2,1,2,1,3,1,1,1,1
"marian",2,1,1,1,3,1,2,1,3,2
"marian",3,2,1,4,3,1,3,1,1,3
"ithaca",1,2,1,1,1,1,1,1,1,1
"ithaca",1,1,1,1,1,1,1,1,1,1
"ithaca",1,2,2,1,2,2,1,1,1,1
"ithaca",2,4,2,4,3,1,1,1,1,1
"ithaca",1,1,1,1,2,1,1,1,1,1
"ithaca",3,1,1,1,1,2,1,2,4,1
"ithaca",2,3,3,2,4,1,4,1,3,4
"ithaca",1,1,1,1,4,1,1,1,3,1
"ithaca",2,1,1,1,1,1,1,1,1,1
"ithaca",3,4,1,1,5,1,3,1,4,5
"ithaca",2,1,1,1,1,1,1,1,1,1
"ithaca",2,2,2,2,1,3,1,2,1,1
"ithaca",5,5,3,5,5,1,5,1,5,5
"ithaca",1,3,1,3,3,1,1,1,4,1
